Branch
Nom kV (Max),From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Lim MVA,% of MVA Limit (Max),MW Loss
161.0,5022,ALEDO 1 1,5441,FORT WORTH 20 0,2,Closed,Line,NO,412.0,550.0,75.6,5.72
161.0,5022,ALEDO 1 1,5441,FORT WORTH 20 0,1,Closed,Line,NO,412.0,550.0,75.6,5.72
230.0,12859,PETTUS 3,12858,PETTUS 230,1,Closed,Transformer,YES,268.2,363.0,75.5,0.24
161.0,2051,HENRIETTA 0,2112,PETROLIA 0,1,Closed,Line,NO,-226.3,310.0,75.3,4.58
161.0,13058,HEREFORD 2 3,13057,HEREFORD 2 1,1,Closed,Transformer,YES,200.0,269.3,75.2,0.41
161.0,5148,IRVING 5 0,5457,COLLEYVILLE 0,1,Closed,Line,NO,-133.9,187.0,75.2,1.18
115.0,13305,PYOTE 1 3,13304,PYOTE 1 1,1,Closed,Transformer,YES,101.0,134.6,75.1,0.17
115.0,7026,BACLIFF 0,7259,HOUSTON 13 0,1,Closed,Line,NO,165.8,221.0,75.1,2.90
115.0,12919,ANDREWS 3 3,12918,ANDREWS 3 1,1,Closed,Transformer,YES,250.0,333.1,75.1,0.68
161.0,13124,ADRIAN 1 1,13171,ADRIAN 2 1,1,Closed,Line,NO,-160.5,215.3,75.1,0.16
230.0,4133,PEARSALL 2,4131,PEARSALL 0,1,Closed,Transformer,YES,200.0,266.4,75.1,0.27
161.0,5186,VENUS 0,5269,MIDLOTHIAN 2 0,1,Closed,Line,NO,-137.4,183.9,75.0,0.11
500.0,2054,WICHITA FALLS 1 0,5204,POOLVILLE 0,1,Closed,Line,NO,1750.5,2339.3,75.0,20.16
161.0,13363,LEONARD 3,2033,LEONARD 0,1,Closed,Transformer,YES,82.5,110.2,74.9,0.19
115.0,3003,SWEETWATER 4 0,3141,SWEETWATER 3 0,1,Closed,Line,NO,-131.1,176.0,74.9,0.40
500.0,5047,MANSFIELD 0,12556,POOLVILLE 1 500,1,Closed,Line,NO,-1503.7,2034.0,74.8,14.54
115.0,7016,HOUSTON 9 0,7365,HOUSTON 20 0,1,Closed,Line,NO,164.9,221.0,74.8,1.76
115.0,7016,HOUSTON 9 0,7365,HOUSTON 20 0,4,Closed,Line,NO,164.9,221.0,74.8,1.76
115.0,7016,HOUSTON 9 0,7365,HOUSTON 20 0,3,Closed,Line,NO,164.9,221.0,74.8,1.76
115.0,7016,HOUSTON 9 0,7365,HOUSTON 20 0,2,Closed,Line,NO,164.9,221.0,74.8,1.76
500.0,5020,JACKSBORO 1 2,5018,JACKSBORO 1 0,1,Closed,Transformer,YES,120.0,164.2,74.7,0.07
161.0,5034,DALLAS 1 1,5329,DALLAS 17 0,1,Closed,Line,NO,152.4,204.1,74.7,1.29
115.0,1088,MCCAMEY 2 0,13211,MCCAMEY 3 1,1,Closed,Line,NO,-177.9,241.0,74.6,0.69
115.0,1088,MCCAMEY 2 0,13211,MCCAMEY 3 1,2,Closed,Line,NO,-177.9,241.0,74.6,0.69
115.0,7362,HOUSTON 61 0,7330,HOUSTON 60 0,1,Closed,Line,NO,-71.9,98.0,74.6,0.37
230.0,3060,STERLING CITY 1 2,3058,STERLING CITY 1 0,1,Closed,Transformer,YES,214.5,294.0,74.6,0.44
115.0,4048,LA JOYA 0,4164,GRULLA 0,3,Closed,Line,NO,-140.4,192.1,74.6,0.53
115.0,4048,LA JOYA 0,4164,GRULLA 0,1,Closed,Line,NO,-140.4,192.1,74.6,0.53
115.0,4048,LA JOYA 0,4164,GRULLA 0,2,Closed,Line,NO,-140.4,192.1,74.6,0.53
161.0,5373,HALTOM CITY 0,5433,FORT WORTH 3 0,1,Closed,Line,NO,-184.9,251.0,74.6,0.81
230.0,3081,HERMLEIGH 3,3078,HERMLEIGH 0,1,Closed,Transformer,YES,249.0,341.6,74.5,0.71
230.0,3063,STERLING CITY 1 5,3058,STERLING CITY 1 0,1,Closed,Transformer,YES,112.5,154.4,74.5,0.19
161.0,13043,SEYMOUR 1 4,13041,SEYMOUR 1 1,1,Closed,Transformer,YES,98.6,134.1,74.5,0.14
115.0,13320,TBD 2 3,13319,TBD 2 1,1,Closed,Transformer,YES,100.0,134.7,74.5,0.28
115.0,12944,VICTORIA 4 4,12942,VICTORIA 4 1,1,Closed,Transformer,YES,61.0,82.0,74.4,0.13
230.0,13213,IND W TWFV 2 3,1099,IND W TWFV 2_230,1,Closed,Transformer,YES,150.0,203.5,74.4,0.19
115.0,7054,HOUSTON 11 0,7387,HUMBLE 1 0,1,Closed,Line,NO,111.5,150.0,74.4,0.68
161.0,13309,RIESEL 2 3,5328,RIESEL 2 0,1,Closed,Transformer,YES,100.1,134.6,74.4,0.10
161.0,13065,FLOYDADA 2 1,13194,FLOYDADA 3 1,1,Closed,Line,NO,-150.7,203.8,74.3,0.35
115.0,6208,AUSTIN 15 0,6353,ROUND ROCK 2 0,1,Closed,Line,NO,-97.6,149.0,74.3,1.28
161.0,5290,WHITNEY 0,5345,HILLSBORO 0,1,Closed,Line,NO,219.1,295.0,74.3,2.84
115.0,12981,GAIL 2 3,12980,GAIL 2 1,1,Closed,Transformer,YES,225.0,303.7,74.3,0.77
115.0,13048,SANTA ROSA 2 3,4186,SANTA ROSA 2 0,1,Closed,Transformer,YES,200.2,271.1,74.3,1.59
115.0,13264,MILES 3,3072,MILES 0,1,Closed,Transformer,YES,125.0,169.1,74.2,0.71
115.0,1051,MONAHANS 1 4,1047,MONAHANS 1 0,1,Closed,Transformer,YES,64.0,86.4,74.1,0.20
115.0,4021,EDCOUCH 0,4107,DONNA 0,1,Closed,Line,NO,178.6,243.0,74.1,3.13
500.0,5204,POOLVILLE 0,12556,POOLVILLE 1 500,1,Closed,Line,NO,2076.1,2811.6,74.0,1.71
161.0,5087,MILFORD 0,5345,HILLSBORO 0,1,Closed,Line,NO,-181.2,251.0,74.0,1.92
161.0,2009,IOWA PARK 0,2049,ELECTRA 0,1,Closed,Line,NO,-235.0,328.0,73.9,6.79
161.0,2089,ARCHER 1 1,2088,ARCHER 1 0,1,Closed,Transformer,YES,67.6,93.5,73.9,0.12
161.0,13288,JACKSBORO 2 3,5337,JACKSBORO 2 0,1,Closed,Transformer,YES,110.0,152.2,73.9,0.39
115.0,3025,SAN SABA 0,3036,RICHLAND SPRINGS 0,1,Closed,Line,NO,-124.8,188.0,73.9,7.90
115.0,4040,MISSION 4 1,4155,SULLIVAN CITY 0,1,Closed,Line,NO,-158.1,220.0,73.8,1.88
500.0,12839,HEREFORD 1 3,12838,HEREFORD 1 500,1,Closed,Transformer,YES,299.7,412.1,73.8,0.32
115.0,1088,MCCAMEY 2 0,13140,MCCARNEY 1 1,1,Closed,Line,NO,-147.0,200.8,73.7,0.49
161.0,2036,WICHITA FALLS 7 0,2049,ELECTRA 0,1,Closed,Line,NO,-233.7,326.0,73.6,5.93
161.0,2036,WICHITA FALLS 7 0,2049,ELECTRA 0,2,Closed,Line,NO,-233.7,326.0,73.6,5.93
115.0,7117,HOUSTON 67 0,7292,HOUSTON 69 0,4,Closed,Line,NO,-187.0,256.0,73.6,1.12
115.0,7117,HOUSTON 67 0,7292,HOUSTON 69 0,3,Closed,Line,NO,-187.0,256.0,73.6,1.12
115.0,13388,BRENHAM 1 3,13387,BRENHAM 1 1,1,Closed,Transformer,YES,60.2,81.9,73.5,0.28
161.0,5105,IRVING 1 0,5253,FLOWER MOUND 1 0,1,Closed,Line,NO,-166.4,235.0,73.4,1.76
115.0,13281,STERLING 1 3,13280,STERLING 1 1,1,Closed,Transformer,YES,115.0,157.0,73.3,0.52
230.0,12657,RICHLAND SPRINGS 3,12656,RICHLAND SPRINGS 230,1,Closed,Transformer,YES,320.0,436.4,73.3,0.20
161.0,5003,GARLAND 5 0,5181,GARLAND 2 0,1,Closed,Line,NO,159.5,218.0,73.3,0.58
230.0,12893,FORT STOCKTON 4 1,12894,FORT STOCKTON 4 230,1,Closed,Transformer,YES,439.6,600.0,73.3,0.19
230.0,12656,RICHLAND SPRINGS 230,6359,BURNET 0,1,Closed,Line,NO,277.2,384.7,73.2,2.66
230.0,12656,RICHLAND SPRINGS 230,6359,BURNET 0,2,Closed,Line,NO,277.2,384.7,73.2,2.66
161.0,2074,JAYTON 1,2073,JAYTON 0,1,Closed,Transformer,YES,117.8,164.0,73.1,0.31
115.0,13298,EAGLE PASS 1 3,13297,EAGLE PASS 1 1,1,Closed,Transformer,YES,102.6,141.0,73.1,0.38
115.0,7244,MANVEL 0,7272,HOUSTON 25 0,1,Closed,Line,NO,160.4,220.0,73.1,2.90
161.0,12987,PARIS 5 3,12986,PARIS 5 1,1,Closed,Transformer,YES,171.7,235.3,73.1,0.30
115.0,6113,AUSTIN 20 0,6238,AUSTIN 13 0,1,Closed,Line,NO,117.2,165.9,73.1,0.25
115.0,13231,GAIL 3 3,13230,GAIL 3 1,1,Closed,Transformer,YES,150.0,205.5,73.0,0.17
161.0,5375,FORT WORTH 13 0,5441,FORT WORTH 20 0,1,Closed,Line,NO,-188.7,317.4,73.0,0.45
115.0,12816,BRUNI 3 1,13423,BRUNI 4 1,1,Closed,Line,NO,116.2,160.0,72.9,1.35
161.0,13115,DEPORT 1 3,13114,DEPORT 1 1,1,Closed,Transformer,YES,198.5,272.7,72.9,0.32
115.0,7230,BEASLEY 0,7397,ROSENBERG 0,1,Closed,Line,NO,104.6,149.0,72.9,1.15
230.0,12815,TAHOKA 1 3,12814,TAHOKA 1 230,1,Closed,Transformer,YES,300.0,415.6,72.9,1.49
230.0,12858,PETTUS 230,6263,KENEDY 0,1,Closed,Line,NO,532.1,730.4,72.8,2.44
115.0,6200,SAN ANTONIO 18 0,6275,SAN ANTONIO 20 0,1,Closed,Line,NO,-79.1,109.0,72.8,0.18
115.0,12949,MULDOON 1 3,12948,MULDOON 1 1,1,Closed,Transformer,YES,240.0,330.0,72.7,0.57
230.0,12631,OZONA 1 3,12630,OZONA 1 230,1,Closed,Transformer,YES,500.6,695.5,72.7,1.01
115.0,1046,OZONA 0,3009,SONORA 0,1,Closed,Line,NO,108.2,149.0,72.7,6.28
115.0,1084,BIG SPRING 2 0,3059,STERLING CITY 1 1,2,Closed,Line,NO,144.3,198.9,72.7,2.56
115.0,1084,BIG SPRING 2 0,3059,STERLING CITY 1 1,1,Closed,Line,NO,144.3,198.9,72.7,2.56
115.0,1084,BIG SPRING 2 0,3059,STERLING CITY 1 1,4,Closed,Line,NO,144.3,198.9,72.7,2.56
115.0,1084,BIG SPRING 2 0,3059,STERLING CITY 1 1,3,Closed,Line,NO,144.3,198.9,72.7,2.56
161.0,12964,ELECTRA 3,2049,ELECTRA 0,1,Closed,Transformer,YES,230.0,321.5,72.7,0.55
115.0,13170,GARDEN CITY 1 3,13169,GARDEN CITY 1 1,1,Closed,Transformer,YES,162.1,225.8,72.7,1.05
115.0,12940,SNYDER 6 3,12939,SNYDER 6 1,1,Closed,Transformer,YES,242.5,334.3,72.7,1.15
161.0,12950,MART 3,5276,MART 0,1,Closed,Transformer,YES,240.0,331.1,72.6,0.51
115.0,8124,CUMBY 0,8110,POINT 0,1,Closed,Line,NO,74.5,111.0,72.6,0.56
115.0,7086,HOUSTON 16 0,7333,PASADENA 1 2,1,Closed,Line,NO,-94.6,130.8,72.5,0.18
115.0,13138,FORT STOCKTON 6 3,13137,FORT STOCKTON 6 1,1,Closed,Transformer,YES,182.0,251.7,72.5,0.77
115.0,3146,JUNCTION 0,3009,SONORA 0,1,Closed,Line,NO,-98.7,149.0,72.5,3.97
115.0,7293,SANTA FE 2 0,7213,SANTA FE 1 0,1,Closed,Line,NO,-107.0,149.0,72.5,0.98
500.0,5239,GOLDTHWAITE 1 0,6118,CEDAR PARK 0,1,Closed,Line,NO,2163.8,2996.5,72.5,29.70
115.0,3144,ROWENA 0,3143,SANTA ANNA 0,1,Closed,Line,NO,75.7,110.0,72.5,2.69
115.0,12993,KINGSVILLE 1 4,12991,KINGSVILLE 1 1,1,Closed,Transformer,YES,75.0,103.8,72.4,0.47
115.0,3100,HAWLEY 0,13079,ANSON 1 1,1,Closed,Line,NO,-175.1,246.3,72.4,2.50
115.0,13168,TAFT 3 3,13167,TAFT 3 1,1,Closed,Transformer,YES,162.9,225.3,72.4,0.36
230.0,12805,GOLDSMITH 1 3,12804,GOLDSMITH 1 230,1,Closed,Transformer,YES,135.0,193.2,72.4,0.13
500.0,2013,PANHANDLE 2 2,2011,PANHANDLE 2 0,1,Closed,Transformer,YES,211.2,292.3,72.4,0.28
500.0,5453,CLEBURNE 1 0,12863,CLEBURNE 1 500,1,Closed,Transformer,YES,-431.8,600.0,72.3,0.18
115.0,3137,SWEETWATER 1 0,3141,SWEETWATER 3 0,1,Closed,Line,NO,-114.5,163.0,72.3,2.76
115.0,3067,TRENT 1 0,3137,SWEETWATER 1 0,1,Closed,Line,NO,81.7,113.6,72.2,0.39
115.0,6153,SAN ANTONIO 22 1,13418,SAN ANTONIO 53 1,1,Closed,Line,NO,85.6,119.3,72.2,0.25
115.0,13123,PORT LAVACA 1 3,13122,PORT LAVACA 1 1,1,Closed,Transformer,YES,196.3,271.9,72.2,0.43
161.0,2048,CROSBYTON 0,13085,AFTON 1 1,1,Closed,Line,NO,-220.5,307.6,72.2,0.97
115.0,12893,FORT STOCKTON 4 1,13147,FORT STOCKTON 7 1,1,Closed,Line,NO,-106.8,149.0,72.2,0.75
115.0,7151,WILLIS 2 1,7254,CONROE 3 0,1,Closed,Line,NO,159.4,221.0,72.2,1.16
161.0,5108,DALLAS 44 0,5353,DUNCANVILLE 2 0,3,Closed,Line,NO,127.1,251.0,72.1,0.33
115.0,13284,TUSOCOLA 3,3131,TUSOCOLA 0,1,Closed,Transformer,YES,114.0,161.6,72.1,0.27
161.0,13017,WINDTHORST 3,2068,WINDTHORST 0,1,Closed,Transformer,YES,204.0,286.4,72.1,0.61
115.0,12782,MANVEL 3,7244,MANVEL 0,1,Closed,Transformer,YES,304.0,423.7,72.1,0.48
500.0,12704,HOUSTON 69 500,7341,KATY 3 0,1,Closed,Line,NO,-1652.1,2301.4,72.1,6.22
115.0,3054,WINGATE 1,3070,NOLAN 0,3,Closed,Line,NO,-158.8,223.4,71.9,1.57
115.0,3054,WINGATE 1,3070,NOLAN 0,4,Closed,Line,NO,-158.8,223.4,71.9,1.57
115.0,3054,WINGATE 1,3070,NOLAN 0,2,Closed,Line,NO,-158.8,223.4,71.9,1.57
115.0,3054,WINGATE 1,3070,NOLAN 0,1,Closed,Line,NO,-158.8,223.4,71.9,1.57
115.0,13007,ROGERS 1 3,13006,ROGERS 1 1,1,Closed,Transformer,YES,210.0,293.3,71.9,1.00
230.0,8128,MOUNT PLEASANT 1 2,8127,MOUNT PLEASANT 1 1,1,Closed,Transformer,YES,197.2,286.0,71.9,0.16
230.0,7206,BAYTOWN 1 2,7205,BAYTOWN 1 1,1,Closed,Transformer,YES,-150.1,210.0,71.8,0.49
500.0,5063,ARLINGTON 1 0,5015,KELLER 2 0,1,Closed,Line,NO,-1415.8,2020.0,71.8,5.71
115.0,13068,MIRANDO 1 3,13067,MIRANDO 1 1,1,Closed,Transformer,YES,200.0,280.1,71.8,0.25
161.0,5245,GRAPEVINE 0,5254,ROANOKE 0,1,Closed,Line,NO,-175.0,251.0,71.7,2.30
115.0,3075,MASON 0,3138,MENARD 0,1,Closed,Line,NO,-150.9,253.0,71.7,23.66
500.0,12676,THROCKMORTON 500,12637,GRAHAM 1 500,1,Closed,Line,NO,1510.4,2109.1,71.7,6.28
161.0,13030,CROWELL 1 3,13029,CROWELL 1 1,1,Closed,Transformer,YES,202.5,283.4,71.7,1.33
115.0,13182,FORT STOCKTON 8 3,13181,FORT STOCKTON 8 1,1,Closed,Transformer,YES,160.0,223.8,71.6,0.55
115.0,3059,STERLING CITY 1 1,13413,STERLING CITY 4 1,2,Closed,Line,NO,-150.6,218.1,71.6,1.93
115.0,3059,STERLING CITY 1 1,13413,STERLING CITY 4 1,1,Closed,Line,NO,-150.6,218.1,71.6,1.93
115.0,3059,STERLING CITY 1 1,13413,STERLING CITY 4 1,3,Closed,Line,NO,-150.6,218.1,71.6,1.93
115.0,12956,EDCOUCH 3,4021,EDCOUCH 0,1,Closed,Transformer,YES,239.8,338.2,71.6,0.85
115.0,4027,MCALLEN 3 0,4048,LA JOYA 0,2,Closed,Line,NO,-157.9,227.7,71.5,1.92
115.0,4027,MCALLEN 3 0,4048,LA JOYA 0,1,Closed,Line,NO,-157.9,227.7,71.5,1.92
500.0,6259,AUSTIN 2 5,6254,AUSTIN 2 0,1,Closed,Transformer,YES,47.3,74.3,71.4,0.02
115.0,3065,ROSCOE 4 1,3064,ROSCOE 4 0,1,Closed,Transformer,YES,182.4,255.4,71.4,0.41
115.0,13352,PORT ISABEL 3,4106,PORT ISABEL 0,1,Closed,Transformer,YES,95.3,136.4,71.4,0.46
500.0,5262,GLEN ROSE 1 2,5260,GLEN ROSE 1 0,1,Closed,Transformer,YES,1100.0,1602.8,71.3,1.25
115.0,4013,EDINBURG 2 0,13289,RIO GRANDE CITY 4 1,1,Closed,Line,NO,-137.1,199.9,71.3,4.33
115.0,4013,EDINBURG 2 0,13289,RIO GRANDE CITY 4 1,2,Closed,Line,NO,-137.1,199.9,71.3,4.33
161.0,2036,WICHITA FALLS 7 0,2055,WICHITA FALLS 1 1,2,Closed,Line,NO,162.0,229.0,71.3,0.27
115.0,13021,LUEDERS 3,3021,LUEDERS 0,1,Closed,Transformer,YES,204.0,286.0,71.3,0.67
115.0,3129,ROSCOE 3 0,3047,ROSCOE 5 1,1,Closed,Line,NO,151.0,221.0,71.3,4.90
161.0,5330,ARLINGTON 4 0,5440,ARLINGTON 3 0,1,Closed,Line,NO,182.4,263.0,71.3,0.40
161.0,13269,WOLFE CITY 1 3,13268,WOLFE CITY 1 1,1,Closed,Transformer,YES,123.6,173.4,71.3,0.44
115.0,6020,HORSESHOE BAY 0,6252,JOHNSON CITY 0,1,Closed,Line,NO,154.4,220.0,71.3,2.62
230.0,6350,AUSTIN 1 1,6359,BURNET 0,1,Closed,Line,NO,-298.4,443.0,71.1,8.06
115.0,7091,PEARLAND 2 0,7418,HOUSTON 65 0,1,Closed,Line,NO,-54.6,98.0,71.1,1.04
115.0,13120,ST. LAWRENCE 1 3,13119,ST. LAWRENCE 1 1,1,Closed,Transformer,YES,196.7,283.0,71.0,0.29
115.0,7052,MISSOURI CITY 1 0,7417,HOUSTON 64 0,1,Closed,Line,NO,92.9,132.7,71.0,0.39
115.0,13037,ARMSTRONG 3 3,13036,ARMSTRONG 3 1,1,Closed,Transformer,YES,201.0,283.2,71.0,0.60
500.0,12845,MIAMI 3,2127,MIAMI 0,1,Closed,Transformer,YES,288.6,410.1,71.0,0.39
115.0,12929,DIKE 3,8066,DIKE 0,1,Closed,Transformer,YES,250.0,352.8,71.0,1.45
500.0,5034,DALLAS 1 1,5033,DALLAS 1 0,1,Closed,Transformer,YES,-855.0,1209.0,71.0,0.64
161.0,12966,WEINERT 1 3,12965,WEINERT 1 1,1,Closed,Transformer,YES,230.0,325.6,70.9,0.55
115.0,6286,BOERNE 2 1,3124,FREDERICKSBURG 0,1,Closed,Line,NO,-151.5,220.0,70.9,4.13
500.0,5259,LAVON 0,12728,LAVON 500,1,Closed,Transformer,YES,-425.1,600.0,70.9,0.17
115.0,6284,SAN ANTONIO 16 0,13418,SAN ANTONIO 53 1,1,Closed,Line,NO,-98.6,140.2,70.9,0.23
115.0,6284,SAN ANTONIO 16 0,13126,ELMENDORF 1 1,1,Closed,Line,NO,-95.4,139.1,70.9,0.25
500.0,13353,OILTON 3,4195,OILTON 0,1,Closed,Transformer,YES,92.3,133.2,70.9,0.03
161.0,5453,CLEBURNE 1 0,5092,GRANDVIEW 0,1,Closed,Line,NO,176.1,250.0,70.8,2.57
115.0,7179,FRESNO 0,7244,MANVEL 0,1,Closed,Line,NO,-145.2,208.0,70.8,1.95
500.0,12702,LA MARQUE 5,12699,LA MARQUE 500,1,Closed,Transformer,YES,92.0,130.0,70.8,0.13
161.0,5291,FORT WORTH 25 0,5292,FORT WORTH 27 0,1,Closed,Line,NO,-270.1,409.0,70.8,2.16
115.0,7230,BEASLEY 0,7219,HUNGERFORD 0,1,Closed,Line,NO,-102.0,149.0,70.8,1.01
115.0,13370,LIVERPOOL 1 3,13369,LIVERPOOL 1 1,1,Closed,Transformer,YES,78.1,110.4,70.8,0.16
115.0,3131,TUSOCOLA 0,3137,SWEETWATER 1 0,1,Closed,Line,NO,-101.0,144.3,70.7,0.94
115.0,8132,TEAGUE 0,8054,BUFFALO 0,1,Closed,Line,NO,69.1,98.0,70.6,0.56
161.0,13208,HART 1 3,13207,HART 1 1,1,Closed,Transformer,YES,150.0,213.9,70.6,0.53
500.0,13332,PFLUGERVILLE 3,6033,PFLUGERVILLE 0,1,Closed,Transformer,YES,100.0,141.7,70.6,0.05
230.0,6199,SAN ANTONIO 37 2,6198,SAN ANTONIO 37 1,1,Closed,Transformer,YES,-295.4,420.0,70.6,0.41
230.0,6199,SAN ANTONIO 37 2,6198,SAN ANTONIO 37 1,3,Closed,Transformer,YES,-295.4,420.0,70.6,0.41
230.0,6199,SAN ANTONIO 37 2,6198,SAN ANTONIO 37 1,2,Closed,Transformer,YES,-295.4,420.0,70.6,0.41
230.0,3020,CHRISTOVAL 2,3018,CHRISTOVAL 0,1,Closed,Transformer,YES,199.5,289.2,70.5,0.61
500.0,5325,DALLAS 2 3,5322,DALLAS 2 0,1,Closed,Transformer,YES,122.0,178.0,70.5,0.29
115.0,3067,TRENT 1 0,3141,SWEETWATER 3 0,1,Closed,Line,NO,-132.4,191.0,70.5,2.00
115.0,7316,HOUSTON 38 0,7272,HOUSTON 25 0,1,Closed,Line,NO,154.8,220.0,70.4,0.82
161.0,5291,FORT WORTH 25 0,5312,AZLE 0,1,Closed,Line,NO,-250.2,375.8,70.4,1.84
161.0,13056,SILVERTON 1 3,13055,SILVERTON 1 1,1,Closed,Transformer,YES,200.0,284.8,70.4,0.36
230.0,1096,IND W TWFV 1_230,1123,IND W TWFV 14_230,1,Closed,Line,NO,-332.8,476.9,70.3,2.04
230.0,1096,IND W TWFV 1_230,1123,IND W TWFV 14_230,2,Closed,Line,NO,-332.8,476.9,70.3,2.04
115.0,12833,GOLLAD 1 3,12831,GOLLAD 1 1,1,Closed,Transformer,YES,300.0,426.6,70.3,0.85
115.0,13248,RIO HONDO 2 3,13247,RIO HONDO 2 1,1,Closed,Transformer,YES,142.6,205.7,70.3,0.15
115.0,1006,BIG SPRING 5 1,1005,BIG SPRING 5 0,1,Closed,Transformer,YES,120.0,174.5,70.3,0.18
115.0,13356,VICTORIA 5 1,13357,VICTORIA 6 1,1,Closed,Line,NO,-97.3,139.0,70.3,0.42
115.0,13262,ROSCOE 3 3,3129,ROSCOE 3 0,1,Closed,Transformer,YES,126.5,180.3,70.3,0.60
115.0,1048,MONAHANS 1 1,1047,MONAHANS 1 0,1,Closed,Transformer,YES,65.0,92.6,70.3,0.24
115.0,7070,HOUSTON 12 0,7257,PEARLAND 1 0,1,Closed,Line,NO,-64.4,98.0,70.2,0.29
230.0,12670,ODESSA 2 5,12667,ODESSA 2 230,1,Closed,Transformer,YES,70.0,101.9,70.2,0.26
115.0,4110,LOS FRESNOS 0,4086,RIO HONDO 0,1,Closed,Line,NO,-102.7,149.0,70.2,1.70
115.0,13143,BRADY 1 3,13142,BRADY 1 1,1,Closed,Transformer,YES,180.0,262.1,70.2,0.23
161.0,5113,KRUM 0,13330,KRUM 1 1,1,Closed,Line,NO,-211.6,306.6,70.2,0.62
115.0,12913,CUNNINGHAM 1 3,12912,CUNNINGHAM 1 1,1,Closed,Transformer,YES,250.0,356.8,70.2,0.63
161.0,5003,GARLAND 5 0,5436,DALLAS 18 0,1,Closed,Line,NO,161.5,236.0,70.2,1.22
500.0,12555,POOLVILLE 1 1,12556,POOLVILLE 1 500,1,Closed,Transformer,YES,-555.8,800.0,70.2,0.31
230.0,3058,STERLING CITY 1 0,3053,WINGATE 0,1,Closed,Line,NO,699.4,1000.0,70.1,14.35
115.0,3068,TRENT 1 1,3067,TRENT 1 0,1,Closed,Transformer,YES,152.0,220.1,70.0,0.67
500.0,6104,WINCHESTER 3,6101,WINCHESTER 0,1,Closed,Transformer,YES,44.0,63.0,70.0,0.07
161.0,13039,TULIA 2 3,13038,TULIA 2 1,1,Closed,Transformer,YES,201.0,287.1,70.0,0.55
161.0,13019,STEPHENVILLE 1 3,13018,STEPHENVILLE 1 1,1,Closed,Transformer,YES,204.0,291.4,70.0,0.71
230.0,7421,MAGNOLIA 1 1,7420,MAGNOLIA 1 0,1,Closed,Transformer,YES,-108.2,161.4,70.0,0.13
230.0,7421,MAGNOLIA 1 1,7420,MAGNOLIA 1 0,2,Closed,Transformer,YES,-108.2,161.4,70.0,0.13
161.0,12908,ROCHESTER 3,2108,ROCHESTER 0,1,Closed,Transformer,YES,250.0,359.1,70.0,0.99
115.0,7364,EAST BERNARD 0,7299,EAGLE LAKE 0,1,Closed,Line,NO,-67.8,98.0,69.9,0.56
161.0,12927,RIESEL 4 3,12926,RIESEL 4 1,1,Closed,Transformer,YES,150.0,214.7,69.9,0.14
500.0,12809,LOCKNEY 1 3,12808,LOCKNEY 1 500,1,Closed,Transformer,YES,300.0,429.9,69.8,0.89
161.0,5472,THROCKMORTON 0,2108,ROCHESTER 0,2,Closed,Line,NO,-169.9,250.0,69.8,4.65
161.0,5472,THROCKMORTON 0,2108,ROCHESTER 0,1,Closed,Line,NO,-169.9,250.0,69.8,4.65
230.0,2097,RALLS 1 1,12752,WILSON 1 230,2,Closed,Line,NO,-332.4,480.0,69.8,2.33
230.0,2097,RALLS 1 1,12752,WILSON 1 230,1,Closed,Line,NO,-332.4,480.0,69.8,2.33
500.0,12641,EL CAMPO 2 3,12640,EL CAMPO 2 500,1,Closed,Transformer,YES,500.0,716.4,69.8,0.25
115.0,13374,HEBBRONVILLE 1 3,13373,HEBBRONVILLE 1 1,1,Closed,Transformer,YES,78.0,111.8,69.8,0.19
230.0,3039,ROSCOE 2 2,3037,ROSCOE 2 0,1,Closed,Transformer,YES,209.0,306.2,69.8,0.29
161.0,5285,CHICO 0,13237,GAINSVILLE 1 1,1,Closed,Line,NO,126.8,195.2,69.7,1.46
115.0,3067,TRENT 1 0,3083,MERKEL 1 1,1,Closed,Line,NO,81.9,117.7,69.7,0.67
161.0,2051,HENRIETTA 0,2080,NOCONA 0,1,Closed,Line,NO,192.6,277.0,69.7,2.47
115.0,3100,HAWLEY 0,3102,ABILENE 3 0,2,Closed,Line,NO,77.4,114.4,69.7,0.71
230.0,7078,BAYTOWN 2 2,7077,BAYTOWN 2 1,1,Closed,Transformer,YES,-150.7,220.0,69.6,0.24
115.0,7161,HOUSTON 5 2,7404,HOUSTON 57 0,3,Closed,Line,NO,155.4,223.4,69.6,1.21
115.0,7161,HOUSTON 5 2,7404,HOUSTON 57 0,2,Closed,Line,NO,155.4,223.4,69.6,1.21
115.0,7161,HOUSTON 5 2,7404,HOUSTON 57 0,1,Closed,Line,NO,155.4,223.4,69.6,1.21
230.0,12658,RICHLAND SPRINGS 4,12656,RICHLAND SPRINGS 230,1,Closed,Transformer,YES,160.0,230.7,69.6,0.38
115.0,4117,JOURDANTON 0,4172,PLEASANTON 0,1,Closed,Line,NO,152.8,220.0,69.6,3.31
115.0,7129,LOLITA 0,7060,POINT COMFORT 2 2,1,Closed,Line,NO,-117.2,172.0,69.6,1.58
500.0,12549,CLIFTON 1 5,12547,CLIFTON 1 500,1,Closed,Transformer,YES,134.8,200.4,69.6,0.29
115.0,13129,RIO HONDO 1 3,13128,RIO HONDO 1 1,1,Closed,Transformer,YES,165.0,239.9,69.5,0.31
