# of AC Lines,PU Volt,Number,Name,Area Name,Nom kV,Angle (Deg),Load MW,Gen MW,Act G Shunt MW,Area Num,Longitude,Latitude,Zone Num
2,1.0296,3003,SWEETWATER 4 0,West,115.00,43.50,,,0.00,3,-100.337550,32.359688,1
0,1.0400,3004,SWEETWATER 4 1,West,18.00,49.53,,37.50,0.00,3,-100.338360,32.358661,1
2,1.0291,3005,LEAKEY 0,West,115.00,14.32,7.78,,0.00,3,-99.681121,29.643531,1
3,1.0202,3006,HAMLIN 0,West,115.00,39.49,11.49,,0.00,3,-100.122682,32.856097,1
5,1.0172,3007,MERKEL 3 0,West,115.00,38.22,14.96,,0.00,3,-100.031373,32.472710,1
3,1.0200,3008,COLEMAN 0,West,115.00,33.23,26.07,,0.00,3,-99.564191,31.734453,1
3,1.0069,3009,SONORA 0,West,115.00,47.95,14.41,,0.00,3,-100.557020,30.438931,1
2,0.9892,3010,CAMP WOOD 0,West,115.00,16.86,4.67,,0.00,3,-100.077238,29.673762,1
8,1.0400,3011,LLANO 0,West,115.00,5.30,31.35,,0.00,3,-98.914666,30.651268,1
2,1.0262,3012,WILLOW CITY 0,West,115.00,0.88,0.97,,0.00,3,-98.705114,30.434586,1
3,1.0199,3013,ABILENE 4 0,West,115.00,35.93,64.56,,0.00,3,-99.666138,32.334764,1
3,1.0047,3014,KINGSLAND 0,West,115.00,-0.33,22.00,13.80,0.00,3,-98.381822,30.729123,1
5,1.0342,3015,ROSCOE 6 0,West,115.00,46.90,5.36,,0.00,3,-100.572189,32.414300,1
9,1.0207,3016,BLACKWELL 0,West,115.00,38.99,,,0.00,3,-100.316709,32.253542,1
0,1.0400,3017,BLACKWELL 1,West,18.00,46.03,,418.90,0.00,3,-100.318869,32.242277,1
6,1.0115,3018,CHRISTOVAL 0,West,230.00,50.23,,,0.00,3,-100.615914,31.046090,1
5,1.0150,3019,CHRISTOVAL 1,West,115.00,50.52,,,0.00,3,-100.608714,31.046090,1
0,1.0302,3020,CHRISTOVAL 2,West,13.80,55.52,,199.50,0.00,3,-100.618074,31.038378,1
4,1.0260,3021,LUEDERS 0,West,115.00,40.88,1.94,,0.00,3,-99.718836,32.782761,1
4,1.0096,3022,COLORADO CITY 0,West,115.00,48.03,35.10,,0.00,3,-100.910200,32.334887,1
7,1.0300,3023,STAMFORD 0,West,115.00,46.17,10.41,,0.00,3,-99.849614,32.940005,1
2,1.0106,3024,ELDORADO 0,West,115.00,49.41,10.13,,0.00,3,-100.591864,30.881067,1
6,0.9943,3025,SAN SABA 0,West,115.00,11.33,16.95,,0.00,3,-98.760391,31.154628,1
1,1.0333,3026,ABILENE 2 0,West,230.00,31.46,,,0.00,3,-99.490100,32.624690,1
4,1.0200,3027,ABILENE 2 1,West,115.00,34.82,,,0.00,3,-99.487400,32.624690,1
0,1.0333,3028,ABILENE 2 2,West,18.00,31.46,,0.00,0.00,3,-99.490910,32.624122,1
2,1.0146,3029,LOMETA 0,West,115.00,6.54,4.87,,0.00,3,-98.373142,31.254762,1
3,1.0217,3030,SAN ANGELO 1 0,West,115.00,48.68,129.72,,0.00,3,-100.318475,31.507265,1
6,1.0137,3031,TUSCOLA 0,West,115.00,36.31,14.73,,0.00,3,-99.824691,32.273168,1
8,1.0121,3032,ABILENE 7 0,West,115.00,36.73,72.86,,0.00,3,-99.926374,32.332638,1
2,1.0412,3033,SNYDER 1 0,West,115.00,66.32,,,0.00,3,-101.007144,32.630163,1
0,1.0400,3034,SNYDER 1 1,West,22.00,73.19,,311.00,0.00,3,-101.007954,32.629140,1
2,0.9690,3035,CHEROKEE 0,West,115.00,23.31,6.17,,0.00,3,-99.076293,30.937350,1
3,0.9690,3036,RICHLAND SPRINGS 0,West,115.00,25.30,5.80,,0.00,3,-99.180000,31.540737,1
2,1.0255,3037,ROSCOE 2 0,West,230.00,48.13,,,0.00,3,-100.663700,32.468489,1
3,1.0311,3038,ROSCOE 2 1,West,115.00,47.77,,,0.00,3,-100.661000,32.468489,1
0,1.0366,3039,ROSCOE 2 2,West,13.80,51.01,,209.00,0.00,3,-100.664510,32.467464,1
9,1.0189,3040,BALLINGER 0,West,115.00,40.73,14.61,,0.00,3,-99.930562,31.736127,1
3,1.0171,3041,SILVER 0,West,230.00,43.67,,,0.00,3,-100.690080,32.049085,1
4,1.0199,3042,SILVER 1,West,115.00,45.84,8.75,,0.00,3,-100.688460,32.049085,1
7,1.0283,3046,ROSCOE 5 0,West,230.00,37.64,,,0.00,3,-100.524900,32.311287,1
2,1.0300,3047,ROSCOE 5 1,West,115.00,42.35,,,0.00,3,-100.527600,32.307636,1
6,1.0031,3048,ROSCOE 5 2,West,500.00,24.71,,,0.00,3,-100.527600,32.311287,1
10,1.0238,3049,ANSON 0,West,115.00,40.71,12.94,,0.00,3,-99.879535,32.796013,1
3,1.0243,3050,DEL RIO 0,West,230.00,42.79,,,0.00,3,-101.210816,29.836283,1
2,1.0299,3051,DEL RIO 1,West,115.00,41.63,283.46,,0.00,3,-101.209196,29.836283,1
3,1.0400,3052,HUNT 0,West,115.00,1.76,8.08,,0.00,3,-99.626861,30.094181,1
6,1.0010,3053,WINGATE 0,West,230.00,34.09,,,0.00,3,-100.042720,32.211587,1
16,1.0044,3054,WINGATE 1,West,115.00,34.27,,,0.00,3,-100.049920,32.207932,1
0,1.0010,3055,WINGATE 2,West,13.80,34.09,,0.00,0.00,3,-100.040560,32.203972,1
0,1.0231,3056,WINGATE 3,West,13.80,41.53,,223.50,0.00,3,-100.040560,32.202754,1
0,1.0010,3057,WINGATE 4,West,13.80,34.09,,0.00,0.00,3,-100.040560,32.201535,1
4,1.0133,3058,STERLING CITY 1 0,West,230.00,45.96,,,0.00,3,-101.004536,31.949514,1
14,0.9947,3059,STERLING CITY 1 1,West,115.00,44.32,,,0.00,3,-101.011736,31.943405,1
0,1.0347,3060,STERLING CITY 1 2,West,18.00,53.26,,214.50,0.00,3,-101.002376,31.944321,1
0,1.0228,3061,STERLING CITY 1 3,West,18.00,48.57,,186.00,0.00,3,-101.002376,31.943099,1
0,1.0198,3062,STERLING CITY 1 4,West,18.00,47.52,,149.50,0.00,3,-101.002376,31.941877,1
0,1.0308,3063,STERLING CITY 1 5,West,18.00,51.34,,112.50,0.00,3,-101.002376,31.940655,1
4,1.0374,3064,ROSCOE 4 0,West,115.00,46.01,,,0.00,3,-100.488308,32.196929,1
0,1.0400,3065,ROSCOE 4 1,West,18.00,48.05,,182.40,0.00,3,-100.490468,32.191750,1
6,1.0184,3066,BRADY 0,West,115.00,41.70,26.93,,0.00,3,-99.612812,31.174487,1
6,1.0228,3067,TRENT 1 0,West,115.00,40.41,,,0.00,3,-100.234302,32.429188,1
0,1.0400,3068,TRENT 1 1,West,20.00,46.53,,152.00,0.00,3,-100.235112,32.426340,1
7,1.0134,3069,OVALO 0,West,115.00,37.07,3.81,,0.00,3,-99.751677,32.119334,1
15,1.0160,3070,NOLAN 0,West,115.00,37.17,,,0.00,3,-100.098650,32.286887,1
0,1.0276,3071,NOLAN 1,West,24.00,39.95,,170.20,0.00,3,-100.099460,32.279925,1
3,1.0186,3072,MILES 0,West,115.00,46.69,5.98,,0.00,3,-100.110203,31.532313,1
3,1.0114,3073,BRACKETTVILLE 2 0,West,115.00,28.18,,,0.00,3,-100.205567,29.232209,1
0,1.0367,3074,BRACKETTVILLE 2 1,West,13.80,36.09,,99.80,0.00,3,-100.207727,29.228125,1
6,1.0232,3075,MASON 0,West,115.00,12.14,12.18,,0.00,3,-99.566453,30.840649,1
4,0.9892,3076,BRACKETTVILLE 3 0,West,115.00,24.69,10.79,,0.00,3,-100.438635,29.394680,1
8,1.0125,3077,ABILENE 6 0,West,115.00,36.46,68.66,,0.00,3,-99.815964,32.361871,1
5,1.0196,3078,HERMLEIGH 0,West,230.00,48.95,,,0.00,3,-100.670100,32.587690,1
2,1.0216,3079,HERMLEIGH 1,West,161.00,50.65,,,0.00,3,-100.667400,32.587690,1
2,1.0310,3080,HERMLEIGH 2,West,115.00,48.28,,,0.00,3,-100.667400,32.586325,1
0,1.0380,3081,HERMLEIGH 3,West,20.00,54.13,,249.00,0.00,3,-100.670910,32.585301,1
2,1.0112,3082,MERKEL 1 0,West,230.00,35.69,,,0.00,3,-100.174286,32.317308,1
7,1.0170,3083,MERKEL 1 1,West,115.00,38.36,,,0.00,3,-100.171586,32.317308,1
0,1.0112,3084,MERKEL 1 2,West,13.80,35.69,,0.00,0.00,3,-100.175096,32.316281,1
4,1.0319,3085,LORAINE 1 0,West,115.00,48.32,,,0.00,3,-100.743050,32.436589,1
0,1.0400,3086,LORAINE 1 1,West,13.20,56.43,,75.00,0.00,3,-100.743860,32.434652,1
0,1.0400,3087,LORAINE 1 2,West,13.20,55.14,,73.50,0.00,3,-100.743860,32.434196,1
5,1.0300,3088,ABILENE 1 0,West,230.00,33.42,,,0.00,3,-99.653700,32.513489,1
1,1.0243,3089,ABILENE 1 1,West,161.00,33.54,,,0.00,3,-99.651000,32.513489,1
7,1.0200,3091,ABILENE 1 3,West,115.00,36.36,,,0.00,3,-99.651000,32.511668,1
0,1.0400,3092,ABILENE 1 4,West,13.80,42.56,,200.00,0.00,3,-99.654510,32.511099,1
2,1.0018,3093,ROCKSPRINGS 0,West,115.00,10.62,5.05,,0.00,3,-100.284726,29.987157,1
7,1.0160,3094,MERKEL 2 0,West,115.00,37.61,,,0.00,3,-100.060239,32.310643,1
0,1.0264,3095,MERKEL 2 1,West,18.00,40.13,,120.60,0.00,3,-100.061049,32.307334,1
3,1.0218,3096,FLUVANNA 2 0,West,230.00,59.04,,,0.00,3,-101.145084,32.947024,1
3,1.0193,3097,FLUVANNA 2 1,West,115.00,64.14,,,0.00,3,-101.142384,32.947024,1
0,1.0400,3098,FLUVANNA 2 2,West,13.80,66.35,,182.40,0.00,3,-101.145894,32.945551,1
7,1.0143,3099,DYESS AFB 0,West,115.00,37.17,18.22,,0.00,3,-99.904880,32.414911,1
6,1.0189,3100,HAWLEY 0,West,115.00,38.02,14.50,,0.00,3,-99.829292,32.629563,1
4,1.0067,3101,BUCHANAN DAM 2 0,West,115.00,2.64,12.11,,0.00,3,-98.463466,30.934298,1
6,1.0200,3102,ABILENE 3 0,West,115.00,35.77,80.44,,0.00,3,-99.663973,32.575579,1
7,1.0185,3103,SWEETWATER 5 0,West,115.00,39.36,39.46,,0.00,3,-100.209398,32.290948,1
3,1.0051,3104,BUCHANAN DAM 1 0,West,115.00,-0.18,,0.00,0.00,3,-98.414000,30.748225,1
0,1.0051,3105,BUCHANAN DAM 1 1,West,13.20,-0.18,,0.00,0.00,3,-98.416160,30.744203,1
0,1.0305,3106,BUCHANAN DAM 1 2,West,13.20,3.63,,18.30,0.00,3,-98.416160,30.742965,1
4,1.0074,3107,INGRAM 0,West,115.00,-6.78,16.75,,0.00,3,-99.341411,30.156646,1
3,0.9985,3108,KEMPNER 0,West,115.00,0.36,23.52,,0.00,3,-98.007090,31.085692,1
4,1.0239,3109,FLUVANNA 1 0,West,115.00,64.91,,,0.00,3,-101.142261,32.931038,1
0,1.0239,3110,FLUVANNA 1 1,West,13.80,64.91,,0.00,0.00,3,-101.143071,32.929111,1
4,1.0213,3111,STERLING CITY 2 0,West,115.00,47.44,,,0.00,3,-100.787789,31.949500,1
0,1.0382,3112,STERLING CITY 2 1,West,18.00,51.86,,80.00,0.00,3,-100.789949,31.944307,1
0,1.0400,3113,STERLING CITY 2 2,West,18.00,52.57,,69.60,0.00,3,-100.789949,31.943085,1
4,1.0033,3114,SAN ANGELO 2 0,West,115.00,49.29,147.71,,0.00,3,-100.559925,31.266381,1
3,1.0196,3115,ROTAN 0,West,115.00,55.05,11.55,30.00,0.00,3,-100.522817,32.968816,1
3,1.0322,3116,SYNDER 0,West,115.00,63.93,,,0.00,3,-100.791983,32.717147,1
0,1.0400,3117,SYNDER 1,West,13.80,67.74,,120.00,0.00,3,-100.792793,32.715671,1
4,0.9645,3119,BRACKETTVILLE 1 0,West,115.00,17.54,,,0.00,3,-100.390497,29.324091,1
0,0.9635,3120,BRACKETTVILLE 1 1,West,13.80,21.80,,100.00,0.00,3,-100.391307,29.322090,1
7,1.0343,3121,ROSCOE 1 0,West,115.00,46.81,,,0.00,3,-100.578350,32.495989,1
0,1.0400,3122,ROSCOE 1 1,West,18.00,48.33,,197.00,0.00,3,-100.579160,32.492687,1
3,1.0167,3123,UVALDE 0,West,115.00,23.93,123.65,,0.00,3,-100.012270,29.148497,1
5,1.0300,3124,FREDERICKSBURG 0,West,115.00,-0.06,64.54,,0.00,3,-98.873083,30.278451,1
6,1.0128,3125,ABILENE 5 0,West,115.00,35.64,177.47,,0.00,3,-99.714544,32.461324,1
5,1.0200,3126,SABINAL 0,West,115.00,23.70,15.84,,0.00,3,-99.611018,29.290903,1
4,1.0353,3127,SWEETWATER 2 0,West,115.00,45.67,,,0.00,3,-100.420550,32.289920,1
5,1.0321,3128,LORAINE 2 0,West,115.00,47.82,2.82,,0.00,3,-100.710046,32.403957,1
5,1.0350,3129,ROSCOE 3 0,West,115.00,47.06,,,0.00,3,-100.646750,32.397388,1
8,1.0145,3130,SAN ANGELO 3 0,West,115.00,45.66,107.83,,0.00,3,-101.052025,31.800300,1
13,1.0129,3131,TUSOCOLA 0,West,115.00,36.70,,,0.00,3,-100.020317,32.302976,1
5,1.0056,3132,EDEN 0,West,115.00,42.57,9.56,,0.00,3,-99.829561,31.260084,1
4,1.0212,3133,SNYDER 2 0,West,230.00,54.76,,,0.00,3,-100.992500,32.719491,1
1,1.0271,3134,SNYDER 2 1,West,161.00,53.91,,,0.00,3,-100.989800,32.719491,1
3,1.0344,3136,SNYDER 2 3,West,115.00,65.26,46.96,,0.00,3,-100.989800,32.718128,1
9,1.0204,3137,SWEETWATER 1 0,West,115.00,39.02,,,0.00,3,-100.127250,32.407188,1
3,1.0115,3138,MENARD 0,West,115.00,32.00,17.45,,0.00,3,-100.103879,30.895073,1
2,1.0152,3139,WINTERS 0,West,115.00,39.25,27.96,,0.00,3,-100.161738,31.856070,1
9,1.0148,3140,GOLDSBORO 0,West,115.00,37.81,0.22,,0.00,3,-99.693300,32.051160,1
6,1.0319,3141,SWEETWATER 3 0,West,115.00,44.28,,,0.00,3,-100.368950,32.346288,1
5,1.0109,3142,GOODFELLOW AFB 0,West,115.00,41.94,7.79,,0.00,3,-100.149070,31.287062,1
2,1.0200,3143,SANTA ANNA 0,West,115.00,37.46,10.88,,0.00,3,-99.377001,31.512861,1
3,1.0233,3144,ROWENA 0,West,115.00,42.59,5.56,,0.00,3,-99.678723,31.409047,1
5,1.0220,3145,TRENT 2 0,West,115.00,40.45,2.94,,0.00,3,-100.211525,32.663950,1
2,1.0254,3146,JUNCTION 0,West,115.00,38.99,21.09,,0.00,3,-100.065550,30.456187,1
2,1.0186,3147,LAMPASAS 0,West,115.00,2.96,34.76,,0.00,3,-98.255740,31.099911,1
4,1.0097,4002,LAUGHLIN A F B 0,South,115.00,35.95,1.01,,0.00,4,-100.776136,29.357582,1
6,1.0301,4003,EDINBURG 3 0,South,115.00,18.16,127.29,,0.00,4,-98.282281,26.458883,1
2,1.0161,4004,LAREDO 7 0,South,230.00,21.28,,,0.00,4,-99.681162,27.830962,1
2,1.0130,4005,LAREDO 7 1,South,115.00,20.55,164.14,,0.00,4,-99.676842,27.830962,1
3,1.0354,4006,BRUNI 2 0,South,115.00,28.12,2.75,,0.00,4,-98.996400,27.317441,1
9,1.0277,4007,MCALLEN 2 0,South,115.00,18.32,98.79,10.00,0.00,4,-98.319329,26.193309,1
3,1.0022,4008,POTEET 0,South,115.00,-9.38,32.49,,0.00,4,-98.638709,29.077332,1
5,1.0371,4009,SARITA 3 0,South,115.00,24.88,,,0.00,4,-97.487678,27.015698,1
0,1.0400,4010,SARITA 3 1,South,20.00,28.32,,201.60,0.00,4,-97.476878,27.015698,1
3,1.0345,4011,HEBBRONVILLE 0,South,115.00,30.41,16.05,,0.00,4,-98.780966,27.094038,1
4,1.0300,4012,PROGRESO 0,South,115.00,17.99,13.74,,0.00,4,-97.958540,26.080590,1
13,1.0263,4013,EDINBURG 2 0,South,115.00,16.64,92.35,,0.00,4,-98.175600,26.337719,1
3,1.0043,4014,EAGLE PASS 0,South,230.00,20.29,,,0.00,4,-100.272568,28.473864,1
2,1.0050,4015,EAGLE PASS 1,South,115.00,19.54,159.81,,0.00,4,-100.268248,28.473864,1
2,1.0169,4016,CHARLOTTE 0,South,115.00,-1.90,6.25,,0.00,4,-98.714034,28.788391,1
4,1.0268,4017,CORPUS CHRISTI 4 0,South,115.00,8.73,89.56,,0.00,4,-97.265642,27.624569,1
4,1.0338,4018,WOODSBORO 0,South,115.00,9.53,3.32,,0.00,4,-97.441353,28.195240,1
5,1.0241,4019,MERCEDES 0,South,115.00,20.47,135.83,,0.00,4,-97.794853,26.087516,1
8,1.0228,4020,CORPUS CHRISTI 16 0,South,115.00,9.84,117.81,,0.00,4,-97.497233,27.589948,1
9,1.0301,4021,EDCOUCH 0,South,115.00,22.12,31.97,,0.00,4,-97.989445,26.374071,1
4,1.0149,4022,ENCINAL 0,South,115.00,27.17,5.56,,0.00,4,-99.395593,28.039142,1
2,1.0168,4023,MOORE 0,South,115.00,-5.40,5.06,,0.00,4,-98.847698,28.939216,1
2,1.0309,4024,CHRISTINE 0,South,230.00,5.74,,,0.00,4,-98.473180,28.701874,1
3,1.0291,4025,CHRISTINE 1,South,115.00,2.54,,,0.00,4,-98.468860,28.701874,1
0,1.0400,4026,CHRISTINE 2,South,13.80,7.76,,250.00,0.00,4,-98.468860,28.696822,1
9,1.0293,4027,MCALLEN 3 0,South,115.00,18.66,65.12,,0.00,4,-98.343000,26.164359,1
3,1.0356,4028,FANNIN 0,South,230.00,0.70,,,0.00,4,-97.205527,28.710274,1
9,1.0308,4029,FANNIN 1,South,115.00,0.98,,,0.00,4,-97.209847,28.705222,1
0,1.0400,4030,FANNIN 2,South,13.80,1.34,,175.00,0.00,4,-97.205527,28.702696,1
6,1.0284,4031,SAN YGNACIO 0,South,115.00,28.35,2.75,,0.00,4,-99.321830,27.121825,1
6,1.0260,4032,KINGSVILLE 0,South,115.00,12.25,91.39,,0.00,4,-97.861997,27.441648,1
7,1.0171,4033,LAREDO 6 0,South,115.00,23.90,126.25,,0.00,4,-99.498543,27.511257,1
5,1.0283,4034,HIDALGO 0,South,115.00,18.58,37.64,,0.00,4,-98.238146,26.108603,1
2,1.0294,4035,CORPUS CHRISTI 18 0,South,115.00,9.42,79.16,33.00,0.00,4,-97.592213,27.808536,1
4,1.0042,4036,CRYSTAL CITY 0,South,115.00,20.57,35.07,,0.00,4,-99.559052,28.886226,1
10,1.0357,4037,SINTON 0,South,115.00,10.19,28.72,,0.00,4,-97.519073,28.205262,1
6,1.0305,4038,BEEVILLE 0,South,115.00,10.43,83.30,,0.00,4,-97.707020,28.405179,1
5,1.0336,4039,MISSION 4 0,South,230.00,18.73,,,0.00,4,-98.322593,26.167261,1
11,1.0300,4040,MISSION 4 1,South,115.00,18.50,225.66,,0.00,4,-98.315393,26.167261,1
2,1.0297,4041,SAN JUAN 0,South,230.00,18.25,,0.00,0.00,4,-98.109719,26.228094,1
4,1.0256,4042,SAN JUAN 1,South,115.00,17.68,215.18,,0.00,4,-98.105399,26.228094,1
5,1.0396,4043,FALCON HEIGHTS 2 0,South,115.00,36.23,2.47,,0.00,4,-99.035100,26.646426,1
2,1.0315,4044,FALCON HEIGHTS 1 0,South,115.00,29.50,,,0.00,4,-99.160600,26.554924,1
0,1.0400,4045,FALCON HEIGHTS 1 1,South,13.80,32.94,,10.50,0.00,4,-99.162760,26.552026,1
0,1.0400,4046,FALCON HEIGHTS 1 2,South,13.80,32.72,,10.00,0.00,4,-99.162760,26.550737,1
0,1.0400,4047,FALCON HEIGHTS 1 3,South,13.80,31.69,,10.00,0.00,4,-99.162760,26.549449,1
8,1.0287,4048,LA JOYA 0,South,115.00,22.01,13.10,,0.00,4,-98.490893,26.240230,1
3,1.0326,4049,SEBASTIAN 2 0,South,115.00,23.56,,,0.00,4,-97.541021,26.362263,1
0,1.0400,4050,SEBASTIAN 2 1,South,13.80,26.72,,272.60,0.00,4,-97.536701,26.362263,1
5,1.0198,4051,BISHOP 0,South,115.00,10.80,89.39,,0.00,4,-97.819200,27.567147,1
0,1.0357,4052,BISHOP 1,South,18.00,12.35,,32.50,0.00,4,-97.821360,27.560445,1
4,1.0290,4053,ARMSTRONG 2 0,South,115.00,22.29,0.11,,0.00,4,-97.764774,26.904593,1
2,1.0333,4054,SKIDMORE 0,South,115.00,10.21,5.60,,0.00,4,-97.647294,28.243652,1
7,1.0299,4055,CORPUS CHRISTI 9 0,South,115.00,8.96,17.01,,0.00,4,-97.367256,27.816872,1
2,1.0369,4056,GREGORY 0,South,230.00,12.64,,,0.00,4,-97.228378,27.880232,1
5,1.0340,4057,GREGORY 1,South,115.00,11.52,,,0.00,4,-97.221178,27.880232,1
0,1.0400,4058,GREGORY 2,South,13.80,16.84,,124.00,0.00,4,-97.230538,27.877368,1
0,1.0400,4059,GREGORY 3,South,13.80,13.40,,93.00,0.00,4,-97.230538,27.876095,1
0,1.0400,4060,GREGORY 4,South,13.80,16.35,,120.00,0.00,4,-97.230538,27.874823,1
10,1.0330,4064,CORPUS CHRISTI 2 0,South,115.00,9.95,1.98,,0.00,4,-97.531861,27.816673,1
0,1.0350,4065,CORPUS CHRISTI 2 1,South,18.00,13.18,,150.00,0.00,4,-97.534021,27.803618,1
6,1.0300,4066,WESLACO 0,South,115.00,16.95,191.53,,0.00,4,-97.985555,26.156037,1
7,1.0174,4067,HARLINGEN 1 0,South,115.00,21.10,159.46,10.00,0.00,4,-97.722007,26.177414,1
4,1.0259,4068,ELSA 0,South,115.00,18.67,27.99,10.00,0.00,4,-98.006000,26.293519,1
5,1.0302,4069,CORPUS CHRISTI 17 0,South,115.00,9.41,4.24,22.00,0.00,4,-97.470600,27.814953,1
3,1.0150,4070,BROWNSVILLE 2 0,South,230.00,15.75,,,0.00,4,-97.313624,25.941333,1
2,1.0024,4071,BROWNSVILLE 2 1,South,115.00,15.46,281.45,,0.00,4,-97.309304,25.941333,1
6,1.0272,4072,CORPUS CHRISTI 10 0,South,115.00,8.75,51.71,,0.00,4,-97.395535,27.765473,1
7,1.0333,4073,MISSION 1 0,South,230.00,18.72,,,0.00,4,-98.392000,26.205416,1
6,1.0306,4074,MISSION 1 1,South,115.00,18.65,,,0.00,4,-98.384800,26.205416,1
0,1.0400,4075,MISSION 1 2,South,24.00,20.41,,100.00,0.00,4,-98.394160,26.196049,1
0,1.0333,4076,MISSION 1 3,South,24.00,18.72,,0.00,0.00,4,-98.394160,26.194757,1
0,1.0400,4077,MISSION 1 4,South,24.00,20.30,,112.80,0.00,4,-98.394160,26.193465,1
6,1.0266,4078,CORPUS CHRISTI 8 0,South,115.00,8.77,84.07,,0.00,4,-97.381647,27.727345,1
7,1.0203,4079,MISSION 3 0,South,115.00,17.18,171.21,,0.00,4,-98.366454,26.316332,1
5,1.0326,4080,CORPUS CHRISTI 3 0,South,230.00,9.42,,,0.00,4,-97.297300,27.603848,1
3,1.0313,4081,CORPUS CHRISTI 3 1,South,115.00,9.31,,,0.00,4,-97.304500,27.597467,1
0,1.0400,4082,CORPUS CHRISTI 3 2,South,13.80,11.48,,100.00,0.00,4,-97.295140,27.597148,1
0,1.0400,4083,CORPUS CHRISTI 3 3,South,13.80,11.57,,106.40,0.00,4,-97.295140,27.595872,1
0,1.0400,4084,CORPUS CHRISTI 3 4,South,13.80,15.45,,118.20,0.00,4,-97.295140,27.594596,1
0,1.0400,4085,CORPUS CHRISTI 3 5,South,13.80,13.04,,118.20,0.00,4,-97.295140,27.593320,1
7,1.0292,4086,RIO HONDO 0,South,115.00,21.78,19.87,,0.00,4,-97.508242,26.247305,1
2,1.0300,4087,CORPUS CHRISTI 5 0,South,115.00,8.28,2.08,,0.00,4,-97.265843,27.692601,1
8,1.0300,4088,PHARR 0,South,115.00,18.65,128.18,,0.00,4,-98.186114,26.147099,1
6,1.0258,4089,SANTA ROSA 1 0,South,115.00,20.15,8.60,,0.00,4,-97.863412,26.267100,1
0,1.0268,4090,SANTA ROSA 1 1,South,13.80,22.07,,10.00,0.00,4,-97.865572,26.259029,1
6,1.0384,4099,ODEM 0,South,115.00,12.30,15.17,,0.00,4,-97.740383,27.990163,1
11,1.0301,4100,CORPUS CHRISTI 13 0,South,115.00,9.28,50.60,23.40,0.00,4,-97.492923,27.831209,1
4,1.0252,4101,LAREDO 3 0,South,115.00,26.03,20.29,,0.00,4,-99.254729,27.632126,1
5,1.0108,4102,OLMITO 0,South,115.00,15.29,24.17,10.00,0.00,4,-97.519580,26.072089,1
13,1.0306,4103,EDINBURG 1 0,South,115.00,18.53,189.88,183.00,0.00,4,-98.173900,26.448532,1
4,1.0336,4104,TAFT 2 0,South,115.00,10.06,,,0.00,4,-97.454280,27.936056,1
0,1.0336,4105,TAFT 2 1,South,18.00,10.06,,0.00,0.00,4,-97.449960,27.936056,1
3,1.0133,4106,PORT ISABEL 0,South,115.00,17.95,37.55,,0.00,4,-97.373999,26.123393,1
7,1.0258,4107,DONNA 0,South,115.00,17.38,118.36,,0.00,4,-98.055057,26.159315,1
4,1.0347,4108,INGLESIDE 0,South,115.00,12.19,28.34,,0.00,4,-97.254817,27.886744,1
3,1.0099,4109,CORPUS CHRISTI 11 0,South,115.00,7.90,110.86,,0.00,4,-97.402689,27.680727,1
2,1.0102,4110,LOS FRESNOS 0,South,115.00,17.71,57.35,,0.00,4,-97.268178,26.232417,1
4,1.0169,4111,HARLINGEN 2 0,South,115.00,20.50,104.08,10.00,0.00,4,-97.819573,26.229883,1
4,1.0294,4112,RIVIERA 0,South,115.00,15.85,5.59,,0.00,4,-97.892370,27.132740,1
2,1.0227,4113,LAREDO 1 0,South,230.00,22.19,,,0.00,4,-99.501700,27.564147,1
6,1.0192,4114,LAREDO 1 1,South,115.00,23.45,,,0.00,4,-99.494500,27.564147,1
0,1.0227,4115,LAREDO 1 2,South,13.80,22.19,,0.00,0.00,4,-99.503860,27.561275,1
0,1.0400,4116,LAREDO 1 3,South,13.80,28.97,,87.30,0.00,4,-99.503860,27.559998,1
5,1.0267,4117,JOURDANTON 0,South,115.00,1.70,18.89,,0.00,4,-98.482360,28.762011,1
2,1.0213,4118,GEORGE WEST 0,South,115.00,14.38,13.88,,0.00,4,-98.139451,28.254938,1
5,1.0303,4119,ROMA 0,South,115.00,29.35,55.57,,0.00,4,-99.013508,26.520782,1
5,1.0285,4120,CORPUS CHRISTI 12 0,South,115.00,9.04,46.52,,0.00,4,-97.432901,27.749457,1
3,1.0262,4121,SANTA MARIA 0,South,115.00,20.40,4.11,45.00,0.00,4,-97.794853,26.103982,1
9,1.0256,4122,MCALLEN 1 0,South,115.00,16.84,146.11,,0.00,4,-98.157759,26.339139,1
4,1.0141,4123,CORPUS CHRISTI 7 0,South,115.00,8.26,90.50,,0.00,4,-97.367765,27.659963,1
4,1.0279,4124,FALFURRIAS 0,South,115.00,16.98,24.38,,0.00,4,-98.207213,26.874095,1
5,1.0258,4125,PETTUS 0,South,115.00,8.77,4.50,,0.00,4,-97.923225,28.619431,1
6,1.0086,4126,BROWNSVILLE 3 0,South,115.00,15.46,127.38,,0.00,4,-97.439982,25.986353,1
2,1.0300,4127,ALICE 0,South,115.00,10.25,87.29,,0.00,4,-98.072120,27.657369,1
4,1.0300,4128,RIO GRANDE CITY 0,South,115.00,18.98,123.51,,0.00,4,-98.518032,26.580353,1
2,1.0286,4129,PREMONT 0,South,115.00,23.20,17.40,,0.00,4,-98.493092,27.631868,1
2,1.0200,4130,FREER 0,South,115.00,20.17,9.48,,0.00,4,-98.625370,27.833371,1
