From Number,To Number,To Nom kV,From Nom kV,Circuit,Status,Branch Device Type,Xfrmr,R,X,B,Lim MVA A,Lim MVA B,Lim MVA C
1095,1096,230.000,500.000,3,Closed,Transformer,YES,0.00010,0.00750,0.00000,2500.0,800.0,800.0
1095,1096,230.000,500.000,4,Closed,Transformer,YES,0.00010,0.00750,0.00000,2500.0,800.0,800.0
1095,12613,500.000,500.000,1,Closed,Line,NO,0.00300,0.05010,5.00000,2700.0,2700.0,2700.0
1096,1097,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1096,1113,230.000,230.000,1,Closed,Line,NO,0.00217,0.01933,0.08281,423.8,423.8,423.8
1096,1113,230.000,230.000,2,Closed,Line,NO,0.00217,0.01933,0.08281,423.8,423.8,423.8
1096,1123,230.000,230.000,1,Closed,Line,NO,0.00183,0.01698,0.04407,476.9,476.9,476.9
1096,1123,230.000,230.000,2,Closed,Line,NO,0.00183,0.01698,0.04407,476.9,476.9,476.9
1096,12594,230.000,230.000,1,Closed,Line,NO,0.00513,0.04273,0.11701,687.5,687.5,687.5
1096,12594,230.000,230.000,2,Closed,Line,NO,0.00513,0.04273,0.11701,687.5,687.5,687.5
1096,12594,230.000,230.000,3,Closed,Line,NO,0.00513,0.04273,0.11701,687.5,687.5,687.5
1096,12811,230.000,230.000,1,Closed,Line,NO,0.00433,0.03780,0.15561,608.0,608.0,608.0
1096,12811,230.000,230.000,2,Closed,Line,NO,0.00433,0.03780,0.15561,608.0,608.0,608.0
1097,13119,115.000,115.000,1,Closed,Line,NO,0.00814,0.03385,0.00863,216.0,216.0,216.0
1097,13169,115.000,115.000,1,Closed,Line,NO,0.00977,0.04308,0.00859,145.6,145.6,145.6
1099,1100,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1099,1125,230.000,230.000,1,Closed,Line,NO,0.00231,0.01747,0.07133,423.6,423.6,423.6
1100,13414,115.000,115.000,1,Closed,Line,NO,0.00088,0.00407,0.00066,109.2,109.2,109.2
1101,1102,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1101,1109,230.000,230.000,1,Closed,Line,NO,0.00158,0.01369,0.08885,399.8,399.8,399.8
1101,12823,230.000,230.000,1,Closed,Line,NO,0.00219,0.01933,0.05298,463.0,463.0,463.0
1102,13174,115.000,115.000,1,Closed,Line,NO,0.01506,0.06866,0.01845,275.0,275.0,275.0
1103,1104,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1103,1107,230.000,230.000,1,Closed,Line,NO,0.00203,0.01843,0.12263,421.1,421.1,421.1
1103,1119,230.000,230.000,1,Closed,Line,NO,0.00174,0.01411,0.06993,697.9,697.9,697.9
1103,1121,230.000,230.000,1,Closed,Line,NO,0.00149,0.01301,0.04312,465.4,465.4,465.4
1103,1133,230.000,230.000,1,Closed,Line,NO,0.00064,0.00477,0.01513,623.0,623.0,623.0
1103,12788,230.000,230.000,1,Closed,Line,NO,0.00250,0.02328,0.14331,657.0,657.0,657.0
1103,12788,230.000,230.000,2,Closed,Line,NO,0.00250,0.02328,0.14331,657.0,657.0,657.0
1104,1122,115.000,115.000,1,Closed,Line,NO,0.01295,0.04835,0.01149,116.9,116.9,116.9
1104,1128,115.000,115.000,1,Closed,Line,NO,0.02173,0.09791,0.03283,122.5,122.5,122.5
1104,1134,115.000,115.000,1,Closed,Line,NO,0.00279,0.01482,0.00476,117.1,117.1,117.1
1104,13424,115.000,115.000,1,Closed,Line,NO,0.00555,0.03158,0.01318,145.4,145.4,145.4
1105,1106,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1105,12796,230.000,230.000,1,Closed,Line,NO,0.00167,0.01539,0.02430,467.6,467.6,467.6
1106,12795,115.000,115.000,1,Closed,Line,NO,0.00675,0.03036,0.01239,106.5,106.5,106.5
1107,1108,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1107,1119,230.000,230.000,1,Closed,Line,NO,0.00179,0.01793,0.04369,448.6,448.6,448.6
1107,1127,230.000,230.000,1,Closed,Line,NO,0.00377,0.02929,0.16017,493.2,493.2,493.2
1107,1133,230.000,230.000,1,Closed,Line,NO,0.00211,0.02000,0.08044,394.7,394.7,394.7
1108,1134,115.000,115.000,1,Closed,Line,NO,0.00905,0.03181,0.05065,148.2,148.2,148.2
1108,13409,115.000,115.000,1,Closed,Line,NO,0.00972,0.05345,0.01033,108.6,108.6,108.6
1109,1110,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1109,1115,230.000,230.000,1,Closed,Line,NO,0.00378,0.02613,0.07813,443.3,443.3,443.3
1109,12680,230.000,230.000,1,Closed,Line,NO,0.00170,0.01640,0.03403,478.3,478.3,478.3
1109,12804,230.000,230.000,1,Closed,Line,NO,0.00152,0.01290,0.04743,422.0,422.0,422.0
1109,12823,230.000,230.000,1,Closed,Line,NO,0.00133,0.01311,0.03609,470.6,470.6,470.6
1110,12803,115.000,115.000,1,Closed,Line,NO,0.00744,0.03360,0.01791,144.2,144.2,144.2
1111,1112,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1111,1119,230.000,230.000,1,Closed,Line,NO,0.00177,0.01486,0.07867,686.0,686.0,686.0
1111,1119,230.000,230.000,2,Closed,Line,NO,0.00177,0.01486,0.07867,686.0,686.0,686.0
1111,1119,230.000,230.000,3,Closed,Line,NO,0.00177,0.01486,0.07867,686.0,686.0,686.0
1111,1133,230.000,230.000,1,Closed,Line,NO,0.00304,0.02746,0.07001,701.4,701.4,701.4
1112,1120,115.000,115.000,1,Closed,Line,NO,0.02092,0.09639,0.01189,130.4,130.4,130.4
1112,13300,115.000,115.000,1,Closed,Line,NO,0.01280,0.05136,0.00739,122.5,122.5,122.5
1113,1114,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1113,1115,230.000,230.000,1,Closed,Line,NO,0.00355,0.03282,0.18835,428.8,428.8,428.8
1113,1123,230.000,230.000,1,Closed,Line,NO,0.00111,0.00948,0.01914,359.2,359.2,359.2
1113,12594,230.000,230.000,1,Closed,Line,NO,0.00648,0.05955,0.14104,370.3,370.3,370.3
1114,1124,115.000,115.000,1,Closed,Line,NO,0.00704,0.03175,0.00558,130.2,130.2,130.2
1114,13169,115.000,115.000,1,Closed,Line,NO,0.00338,0.01675,0.05022,123.9,123.9,123.9
1115,1116,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1115,1117,230.000,230.000,1,Closed,Line,NO,0.00174,0.01382,0.05487,588.0,588.0,588.0
1115,1117,230.000,230.000,2,Closed,Line,NO,0.00174,0.01382,0.05487,588.0,588.0,588.0
1115,12680,230.000,230.000,1,Closed,Line,NO,0.00119,0.01137,0.07646,638.0,638.0,638.0
1115,12804,230.000,230.000,1,Closed,Line,NO,0.00233,0.01896,0.08105,394.1,394.1,394.1
1116,1118,115.000,115.000,1,Closed,Line,NO,0.00579,0.02470,0.03097,138.5,138.5,138.5
1117,1118,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1117,1127,230.000,230.000,1,Closed,Line,NO,0.00092,0.00876,0.17202,646.6,646.6,646.6
1117,1131,230.000,230.000,1,Closed,Line,NO,0.00155,0.01415,0.04332,466.6,466.6,466.6
1119,1120,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1119,1121,230.000,230.000,1,Closed,Line,NO,0.00263,0.02457,0.09563,593.6,593.6,593.6
1119,1133,230.000,230.000,1,Closed,Line,NO,0.00104,0.01012,0.05548,680.7,680.7,680.7
1120,13409,115.000,115.000,1,Closed,Line,NO,0.00670,0.03256,0.00615,135.3,135.3,135.3
1121,1122,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1121,1127,230.000,230.000,1,Closed,Line,NO,0.00158,0.01438,0.07364,420.9,420.9,420.9
1121,1131,230.000,230.000,1,Closed,Line,NO,0.00311,0.03120,0.06385,414.8,414.8,414.8
1121,1133,230.000,230.000,1,Closed,Line,NO,0.00154,0.01480,0.05114,472.5,472.5,472.5
1121,12719,230.000,230.000,1,Closed,Line,NO,0.00105,0.01014,0.05681,773.6,773.6,773.6
1121,12788,230.000,230.000,1,Closed,Line,NO,0.00287,0.02491,0.12257,529.9,529.9,529.9
1123,1124,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1123,12594,230.000,230.000,1,Closed,Line,NO,0.00447,0.04255,0.15057,555.0,555.0,555.0
1124,13169,115.000,115.000,1,Closed,Line,NO,0.00683,0.02324,0.01766,129.6,129.6,129.6
1125,1126,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1125,1129,230.000,230.000,1,Closed,Line,NO,0.00258,0.02583,0.07687,385.0,385.0,385.0
1125,12680,230.000,230.000,1,Closed,Line,NO,0.00269,0.01842,0.08658,499.5,499.5,499.5
1125,12804,230.000,230.000,1,Closed,Line,NO,0.00141,0.01439,0.06362,505.7,505.7,505.7
1127,1128,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1127,1131,230.000,230.000,1,Closed,Line,NO,0.00151,0.01432,0.02107,445.8,445.8,445.8
1127,12719,230.000,230.000,1,Closed,Line,NO,0.00191,0.01887,0.04450,495.9,495.9,495.9
1128,1132,115.000,115.000,1,Closed,Line,NO,0.01451,0.04348,0.00700,163.0,163.0,163.0
1129,1130,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1129,12680,230.000,230.000,1,Closed,Line,NO,0.00170,0.01709,0.08796,386.3,386.3,386.3
1129,12804,230.000,230.000,1,Closed,Line,NO,0.00256,0.02074,0.05967,469.5,469.5,469.5
1131,1132,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1131,12719,230.000,230.000,1,Closed,Line,NO,0.00276,0.02687,0.07971,402.7,402.7,402.7
1133,1134,115.000,230.000,1,Closed,Transformer,YES,0.00250,0.08500,0.00000,250.0,250.0,250.0
1133,12788,230.000,230.000,1,Closed,Line,NO,0.00375,0.03317,0.12840,526.0,526.0,526.0
1134,13409,115.000,115.000,1,Closed,Line,NO,0.00599,0.02706,0.00984,97.6,97.6,97.6
2002,2101,500.000,500.000,1,Closed,Line,NO,0.00031,0.00370,0.24573,2020.0,0.0,0.0
2003,2002,500.000,161.000,1,Closed,Transformer,YES,0.00030,0.01986,0.00000,981.0,0.0,0.0
2003,2038,161.000,161.000,1,Closed,Line,NO,0.00353,0.02067,0.01032,251.0,0.0,0.0
2003,2047,161.000,161.000,1,Closed,Line,NO,0.00130,0.00990,0.00520,310.0,0.0,0.0
2003,2047,161.000,161.000,2,Closed,Line,NO,0.00184,0.01062,0.00502,221.7,221.7,221.7
2003,2106,161.000,161.000,1,Closed,Line,NO,0.00363,0.02224,0.01611,218.2,218.2,218.2
2007,2060,161.000,161.000,1,Closed,Line,NO,0.00217,0.01527,0.00982,213.8,213.8,213.8
2007,2114,161.000,161.000,1,Closed,Line,NO,0.00888,0.05207,0.02600,251.0,0.0,0.0
2007,2122,161.000,161.000,1,Closed,Line,NO,0.00861,0.03661,0.01831,187.0,0.0,0.0
2008,2052,161.000,161.000,1,Closed,Line,NO,0.01877,0.08271,0.03850,187.0,0.0,0.0
2008,13149,161.000,161.000,1,Closed,Line,NO,0.01344,0.07664,0.06192,226.2,226.2,226.2
2009,2020,161.000,161.000,1,Closed,Line,NO,0.00307,0.01852,0.03168,196.6,196.6,196.6
2009,2025,161.000,161.000,1,Closed,Line,NO,0.00345,0.02078,0.04816,231.2,231.2,231.2
2009,2036,161.000,161.000,1,Closed,Line,NO,0.00351,0.02211,0.02600,250.3,250.3,250.3
2009,2049,161.000,161.000,1,Closed,Line,NO,0.01224,0.07176,0.03583,328.0,328.0,328.0
2009,2082,161.000,161.000,1,Closed,Line,NO,0.00735,0.03126,0.01563,187.0,0.0,0.0
2009,2082,161.000,161.000,2,Closed,Line,NO,0.00411,0.02726,0.01832,212.7,212.7,212.7
2009,2109,161.000,161.000,1,Closed,Line,NO,0.00725,0.03084,0.01542,250.0,0.0,0.0
2010,2079,161.000,161.000,1,Closed,Line,NO,0.02061,0.09083,0.04228,377.0,377.0,377.0
2010,2091,161.000,161.000,1,Closed,Line,NO,0.02461,0.10467,0.05235,187.0,0.0,0.0
2010,12978,161.000,161.000,1,Closed,Line,NO,0.00217,0.01430,0.16042,274.0,274.0,274.0
2010,12978,161.000,161.000,2,Closed,Line,NO,0.00217,0.01430,0.16042,274.0,274.0,274.0
2010,13029,161.000,161.000,1,Closed,Line,NO,0.00280,0.01934,0.01079,212.2,212.2,212.2
2011,2017,500.000,500.000,1,Closed,Line,NO,0.00014,0.00245,0.32667,2007.2,2007.2,2007.2
2011,12867,500.000,500.000,1,Closed,Line,NO,0.00011,0.00168,0.26319,2137.5,2137.5,2137.5
2012,2011,500.000,161.000,1,Closed,Transformer,YES,0.00044,0.03546,0.00000,719.0,719.0,719.0
2012,2041,161.000,161.000,1,Closed,Line,NO,0.01245,0.05297,0.02649,187.0,0.0,0.0
2012,2052,161.000,161.000,1,Closed,Line,NO,0.02008,0.08851,0.04120,187.0,0.0,0.0
2012,2123,161.000,161.000,1,Closed,Line,NO,0.00995,0.04230,0.02115,251.0,0.0,0.0
2012,12866,161.000,161.000,1,Closed,Line,NO,0.00428,0.02403,0.01833,282.0,282.0,282.0
2012,13059,161.000,161.000,1,Closed,Line,NO,0.00231,0.01314,0.01675,346.0,346.0,346.0
2012,13200,161.000,161.000,1,Closed,Line,NO,0.00529,0.03137,0.00747,216.6,216.6,216.6
2013,2011,500.000,18.000,1,Closed,Transformer,YES,0.00068,0.02984,0.00000,292.3,292.3,292.3
2014,2008,161.000,161.000,1,Closed,Line,NO,0.02253,0.09931,0.04623,187.0,0.0,0.0
2014,2029,161.000,161.000,1,Closed,Line,NO,0.01859,0.07908,0.03955,187.0,0.0,0.0
2014,13085,161.000,161.000,1,Closed,Line,NO,0.02045,0.12107,0.07797,220.0,220.0,220.0
2015,2037,161.000,161.000,1,Closed,Line,NO,0.00862,0.03799,0.01769,259.0,259.0,259.0
2015,13330,161.000,161.000,1,Closed,Line,NO,0.00249,0.01732,0.04023,211.3,211.3,211.3
2017,2096,500.000,500.000,1,Closed,Line,NO,0.00253,0.03068,2.03836,2020.0,0.0,0.0
2017,2127,500.000,500.000,1,Closed,Line,NO,0.00089,0.01081,0.71846,2020.0,0.0,0.0
2018,2017,500.000,161.000,1,Closed,Transformer,YES,0.00048,0.05045,0.00000,271.0,0.0,0.0
2018,2093,161.000,161.000,1,Closed,Line,NO,0.01163,0.05125,0.02386,263.0,263.0,263.0
2019,2017,500.000,20.000,1,Closed,Transformer,YES,0.00058,0.03191,0.00000,323.8,323.8,323.8
2020,2025,161.000,161.000,1,Closed,Line,NO,0.00288,0.01742,0.00842,238.4,238.4,238.4
2020,2028,161.000,161.000,1,Closed,Line,NO,0.00126,0.00756,0.04444,251.7,251.7,251.7
2020,2036,161.000,161.000,1,Closed,Line,NO,0.00088,0.00671,0.00820,229.7,229.7,229.7
2020,2045,161.000,161.000,1,Closed,Line,NO,0.00097,0.00548,0.00295,310.0,0.0,0.0
2020,2055,161.000,161.000,1,Closed,Line,NO,0.00102,0.00744,0.00422,409.0,0.0,0.0
2020,2067,161.000,161.000,1,Closed,Line,NO,0.00476,0.03069,0.01460,228.2,228.2,228.2
2020,2082,161.000,161.000,1,Closed,Line,NO,0.00282,0.02001,0.00989,219.7,219.7,219.7
2020,2109,161.000,161.000,1,Closed,Line,NO,0.00366,0.02241,0.02997,230.7,230.7,230.7
2021,2002,500.000,500.000,1,Closed,Line,NO,0.00097,0.01175,0.78032,2295.0,0.0,0.0
2021,2113,500.000,500.000,1,Closed,Line,NO,0.00010,0.00124,0.08207,2020.0,0.0,0.0
2022,2001,161.000,161.000,1,Closed,Line,NO,0.00839,0.03697,0.01721,187.0,0.0,0.0
2022,2021,500.000,161.000,1,Closed,Transformer,YES,0.00034,0.01888,0.00000,867.0,0.0,0.0
2022,2040,161.000,161.000,1,Closed,Line,NO,0.02207,0.09391,0.04697,187.0,0.0,0.0
2022,2114,161.000,161.000,1,Closed,Line,NO,0.00243,0.01514,0.00698,204.0,204.0,204.0
2022,12953,161.000,161.000,1,Closed,Line,NO,0.00154,0.01047,0.02040,337.0,337.0,337.0
2022,12986,161.000,161.000,1,Closed,Line,NO,0.00230,0.01390,0.01031,213.1,213.1,213.1
2023,2021,500.000,13.800,1,Closed,Transformer,YES,0.00114,0.08091,0.00000,111.7,111.7,111.7
2024,2021,500.000,13.800,1,Closed,Transformer,YES,0.00144,0.11989,0.00000,127.5,127.5,127.5
2025,2036,161.000,161.000,1,Closed,Line,NO,0.00147,0.00697,0.00847,226.6,226.6,226.6
2025,2045,161.000,161.000,1,Closed,Line,NO,0.00284,0.01711,0.01363,250.6,250.6,250.6
2025,2055,161.000,161.000,1,Closed,Line,NO,0.00230,0.01016,0.00473,187.0,0.0,0.0
2025,2055,161.000,161.000,2,Closed,Line,NO,0.00140,0.00777,0.00630,218.9,218.9,218.9
2025,2067,161.000,161.000,1,Closed,Line,NO,0.00317,0.01400,0.00651,187.0,0.0,0.0
2025,2082,161.000,161.000,1,Closed,Line,NO,0.00146,0.00856,0.01640,194.1,194.1,194.1
2027,2001,161.000,161.000,1,Closed,Line,NO,0.00955,0.04062,0.02032,187.0,0.0,0.0
2027,2050,161.000,161.000,1,Closed,Line,NO,0.00347,0.01831,0.02839,274.3,274.3,274.3
2027,2090,161.000,161.000,1,Closed,Line,NO,0.01692,0.07455,0.03470,187.0,0.0,0.0
2027,2114,161.000,161.000,1,Closed,Line,NO,0.00774,0.05432,0.03646,262.2,262.2,262.2
2027,13114,161.000,161.000,1,Closed,Line,NO,0.00237,0.01439,0.01057,296.4,296.4,296.4
2028,2045,161.000,161.000,1,Closed,Line,NO,0.00363,0.02129,0.01063,251.0,0.0,0.0
2028,2045,161.000,161.000,2,Closed,Line,NO,0.00231,0.01430,0.01644,210.5,210.5,210.5
2028,2109,161.000,161.000,1,Closed,Line,NO,0.01026,0.04520,0.02104,250.0,0.0,0.0
2029,1091,161.000,161.000,1,Closed,Line,NO,0.03890,0.17144,0.07980,187.0,0.0,0.0
2029,12632,161.000,161.000,1,Closed,Line,NO,0.00657,0.03871,0.04746,218.7,218.7,218.7
2029,13055,161.000,161.000,1,Closed,Line,NO,0.00408,0.02252,0.01375,242.3,242.3,242.3
2030,2106,161.000,161.000,1,Closed,Line,NO,0.01180,0.05199,0.02420,187.0,0.0,0.0
2031,2048,161.000,161.000,1,Closed,Line,NO,0.02398,0.10567,0.04919,218.0,218.0,218.0
2031,2087,161.000,161.000,1,Closed,Line,NO,0.02177,0.09259,0.04631,207.0,207.0,207.0
2032,2114,161.000,161.000,1,Closed,Line,NO,0.01097,0.04834,0.02250,187.0,0.0,0.0
2033,2106,161.000,161.000,1,Closed,Line,NO,0.00506,0.02739,0.02855,326.0,326.0,326.0
2033,5288,161.000,161.000,1,Closed,Line,NO,0.00925,0.03935,0.01968,254.0,254.0,254.0
2033,13268,161.000,161.000,1,Closed,Line,NO,0.00279,0.01843,0.01404,212.6,212.6,212.6
2034,2043,161.000,161.000,1,Closed,Line,NO,0.00439,0.01867,0.00934,187.0,0.0,0.0
2034,2043,161.000,161.000,2,Closed,Line,NO,0.00320,0.01700,0.01058,223.8,223.8,223.8
2035,2066,161.000,161.000,1,Closed,Line,NO,0.01411,0.08272,0.04131,251.0,0.0,0.0
2035,2091,161.000,161.000,1,Closed,Line,NO,0.01863,0.10528,0.05663,251.0,0.0,0.0
2035,12978,161.000,161.000,1,Closed,Line,NO,0.00575,0.03174,0.05413,208.4,208.4,208.4
2036,2045,161.000,161.000,1,Closed,Line,NO,0.00198,0.01278,0.01077,191.2,191.2,191.2
2036,2049,161.000,161.000,1,Closed,Line,NO,0.01093,0.07340,0.07662,326.0,326.0,326.0
2036,2049,161.000,161.000,2,Closed,Line,NO,0.01093,0.07340,0.07662,326.0,326.0,326.0
2036,2055,161.000,161.000,1,Closed,Line,NO,0.00216,0.00920,0.00460,300.0,0.0,0.0
2036,2055,161.000,161.000,2,Closed,Line,NO,0.00105,0.00640,0.00678,229.0,229.0,229.0
2036,2067,161.000,161.000,1,Closed,Line,NO,0.00316,0.01830,0.01140,232.9,232.9,232.9
2036,2082,161.000,161.000,1,Closed,Line,NO,0.00236,0.01003,0.00502,250.0,0.0,0.0
2036,2082,161.000,161.000,2,Closed,Line,NO,0.00093,0.00631,0.00835,238.2,238.2,238.2
2036,13041,161.000,161.000,1,Closed,Line,NO,0.01064,0.07085,0.05483,297.0,297.0,297.0
2037,2065,161.000,161.000,1,Closed,Line,NO,0.00415,0.02434,0.01216,287.0,287.0,287.0
2037,2110,161.000,161.000,1,Closed,Line,NO,0.00307,0.01798,0.00898,306.0,306.0,306.0
2037,2110,161.000,161.000,2,Closed,Line,NO,0.00307,0.01798,0.00898,306.0,306.0,306.0
2038,2106,161.000,161.000,1,Closed,Line,NO,0.00218,0.01375,0.01456,236.6,236.6,236.6
2039,2086,161.000,161.000,1,Closed,Line,NO,0.00845,0.03725,0.01734,187.0,0.0,0.0
2039,5455,161.000,161.000,1,Closed,Line,NO,0.00371,0.02173,0.01085,251.0,0.0,0.0
2040,2114,161.000,161.000,1,Closed,Line,NO,0.02335,0.09932,0.04967,187.0,0.0,0.0
2041,2058,161.000,161.000,1,Closed,Line,NO,0.01360,0.05786,0.02893,187.0,0.0,0.0
2041,2093,161.000,161.000,1,Closed,Line,NO,0.00156,0.01018,0.00461,225.5,225.5,225.5
2041,2123,161.000,161.000,1,Closed,Line,NO,0.00401,0.02333,0.02775,211.5,211.5,211.5
2041,13159,161.000,161.000,1,Closed,Line,NO,0.00741,0.03968,0.08944,416.0,416.0,416.0
2042,2041,161.000,18.000,1,Closed,Transformer,YES,0.00446,0.12296,0.00000,99.0,99.0,99.0
2043,2016,161.000,161.000,1,Closed,Line,NO,0.00593,0.02614,0.01217,187.0,0.0,0.0
2043,2044,161.000,161.000,1,Closed,Line,NO,0.00194,0.01002,0.01381,214.5,214.5,214.5
2043,2046,161.000,161.000,1,Closed,Line,NO,0.00264,0.01758,0.01520,222.2,222.2,222.2
2044,2102,161.000,161.000,1,Closed,Line,NO,0.01465,0.06453,0.03004,187.0,0.0,0.0
2045,2055,161.000,161.000,1,Closed,Line,NO,0.00171,0.01030,0.00665,239.5,239.5,239.5
2045,2109,161.000,161.000,1,Closed,Line,NO,0.00422,0.02669,0.02078,181.8,181.8,181.8
2046,2034,161.000,161.000,1,Closed,Line,NO,0.00468,0.01993,0.00997,187.0,0.0,0.0
2047,2092,161.000,161.000,1,Closed,Line,NO,0.00376,0.02203,0.01100,251.0,0.0,0.0
2048,2098,161.000,161.000,1,Closed,Line,NO,0.01003,0.05636,0.05604,233.5,233.5,233.5
2048,12882,161.000,161.000,1,Closed,Line,NO,0.00192,0.01073,0.03315,615.0,615.0,615.0
2048,13085,161.000,161.000,1,Closed,Line,NO,0.00210,0.01304,0.00919,307.6,307.6,307.6
2048,13392,161.000,161.000,1,Closed,Line,NO,0.00861,0.05133,0.05427,363.0,363.0,363.0
2049,2061,161.000,161.000,1,Closed,Line,NO,0.00912,0.05349,0.02671,369.0,369.0,369.0
2049,13029,161.000,161.000,1,Closed,Line,NO,0.01284,0.09017,0.06358,220.2,220.2,220.2
2049,13135,161.000,161.000,1,Closed,Line,NO,0.00381,0.01976,0.01669,465.0,465.0,465.0
2050,5268,161.000,161.000,1,Closed,Line,NO,0.01273,0.05412,0.02707,213.0,213.0,213.0
2050,5268,161.000,161.000,2,Closed,Line,NO,0.01273,0.05412,0.02707,213.0,213.0,213.0
2050,13114,161.000,161.000,1,Closed,Line,NO,0.00368,0.02481,0.00674,206.6,206.6,206.6
2051,2080,161.000,161.000,1,Closed,Line,NO,0.00691,0.03904,0.02100,277.0,277.0,277.0
2051,2112,161.000,161.000,1,Closed,Line,NO,0.00873,0.04934,0.02654,310.0,0.0,0.0
2053,2088,161.000,161.000,1,Closed,Line,NO,0.01060,0.07051,0.06086,352.9,352.9,352.9
2053,5362,161.000,161.000,1,Closed,Line,NO,0.01118,0.06552,0.03272,251.0,0.0,0.0
2054,5204,500.000,500.000,1,Closed,Line,NO,0.00068,0.01095,1.63213,2339.3,2339.3,2339.3
2054,5236,500.000,500.000,1,Closed,Line,NO,0.00080,0.00971,0.64507,2020.0,0.0,0.0
2054,12755,500.000,500.000,1,Closed,Line,NO,0.00074,0.01292,1.62205,1998.1,1998.1,1998.1
2055,2054,500.000,161.000,1,Closed,Transformer,YES,0.00016,0.00742,0.00000,1095.0,0.0,0.0
2055,2054,500.000,161.000,2,Closed,Transformer,YES,0.00016,0.00742,0.00000,1095.0,0.0,0.0
2055,2067,161.000,161.000,1,Closed,Line,NO,0.00262,0.01520,0.01803,219.1,219.1,219.1
2055,2082,161.000,161.000,1,Closed,Line,NO,0.00174,0.00976,0.01905,205.0,205.0,205.0
2058,2026,161.000,161.000,1,Closed,Line,NO,0.02475,0.10526,0.05264,187.0,0.0,0.0
2060,2064,161.000,161.000,1,Closed,Line,NO,0.00608,0.03562,0.01779,251.0,0.0,0.0
2061,2010,161.000,161.000,1,Closed,Line,NO,0.02439,0.10748,0.05003,187.0,0.0,0.0
2061,13046,161.000,161.000,1,Closed,Line,NO,0.00415,0.02514,0.03424,230.9,230.9,230.9
2061,13135,161.000,161.000,1,Closed,Line,NO,0.00731,0.04555,0.02549,358.0,358.0,358.0
2061,13349,161.000,161.000,1,Closed,Line,NO,0.00198,0.01263,0.02120,250.7,250.7,250.7
2061,13412,161.000,161.000,1,Closed,Line,NO,0.00082,0.00532,0.00274,217.6,217.6,217.6
2062,2061,161.000,18.000,1,Closed,Transformer,YES,0.00163,0.06680,0.00000,209.9,209.9,209.9
2063,2046,161.000,161.000,1,Closed,Line,NO,0.00363,0.02051,0.01103,251.0,0.0,0.0
2064,2022,161.000,161.000,1,Closed,Line,NO,0.00558,0.03156,0.01697,251.0,0.0,0.0
2065,2044,161.000,161.000,1,Closed,Line,NO,0.01021,0.04497,0.02093,187.0,0.0,0.0
2067,2082,161.000,161.000,1,Closed,Line,NO,0.00122,0.00819,0.02149,236.3,236.3,236.3
2068,2067,161.000,161.000,1,Closed,Line,NO,0.00995,0.05832,0.02912,251.0,0.0,0.0
2068,2088,161.000,161.000,1,Closed,Line,NO,0.00135,0.00792,0.00396,251.0,0.0,0.0
2069,2016,161.000,161.000,1,Closed,Line,NO,0.00840,0.03705,0.01725,187.0,0.0,0.0
2069,2072,161.000,161.000,1,Closed,Line,NO,0.00557,0.03267,0.01631,251.0,0.0,0.0
2069,5074,161.000,161.000,1,Closed,Line,NO,0.01020,0.04493,0.02092,187.0,0.0,0.0
2070,2088,161.000,161.000,1,Closed,Line,NO,0.00235,0.01376,0.00687,251.0,0.0,0.0
2070,5237,161.000,161.000,1,Closed,Line,NO,0.00727,0.03095,0.01548,245.0,0.0,0.0
2071,2070,161.000,18.000,1,Closed,Transformer,YES,0.00385,0.06922,0.00000,251.1,251.1,251.1
2072,2102,161.000,161.000,1,Closed,Line,NO,0.00840,0.04925,0.02460,251.0,0.0,0.0
