Load
Number of Bus,Name of Bus,Area Name of Load,Zone Name of Load,ID,Status,MW,Mvar,MVA,S MW,S Mvar,Dist Status,Dist MW Input,Dist Mvar Input
4143,DILLEY 0,South,1,1,Closed,14.36,4.07,14.93,14.36,4.07,Closed,0.00,0.00
2126,VALLEY VIEW 0,North,1,1,Closed,14.34,4.03,14.89,14.34,4.03,Closed,0.00,0.00
2072,COLLINSVILLE 0,North,1,1,Closed,14.30,2.75,14.56,14.30,2.75,Closed,0.00,0.00
6327,WEIMAR 0,South Central,1,2,Closed,14.28,4.05,14.84,14.28,4.05,Closed,0.00,0.00
5348,ITASCA 0,North Central,1,1,Closed,14.26,-2.26,14.44,14.26,-2.26,Closed,0.00,0.00
5257,ITALY 0,North Central,1,1,Closed,14.16,2.80,14.44,14.16,2.80,Closed,0.00,0.00
5459,HOLLAND 1,North Central,1,1,Closed,14.16,2.95,14.46,14.16,2.95,Closed,0.00,0.00
6326,SOMERVILLE 0,South Central,1,2,Closed,14.01,3.97,14.56,14.01,3.97,Closed,0.00,0.00
5176,GRAFORD 0,North Central,1,1,Closed,14.01,-1.49,14.09,14.01,-1.49,Closed,0.00,0.00
5455,ALVORD 0,North Central,1,1,Closed,13.95,7.14,15.67,13.95,7.14,Closed,0.00,0.00
4118,GEORGE WEST 0,South,1,1,Closed,13.88,3.93,14.43,13.88,3.93,Closed,0.00,0.00
7145,HOUSTON 2 0,Coast,1,1,Closed,13.83,5.04,14.72,13.83,5.04,Closed,0.00,0.00
4012,PROGRESO 0,South,1,1,Closed,13.74,6.82,15.34,13.74,6.82,Closed,0.00,0.00
6130,MANCHACA 0,South Central,1,1,Closed,13.70,3.80,14.21,13.70,3.80,Closed,0.00,0.00
2022,PARIS 2 1,North,1,1,Closed,13.39,3.28,13.79,13.39,3.28,Closed,0.00,0.00
5222,MABANK 1 0,North Central,1,2,Closed,13.34,2.04,13.49,13.34,2.04,Closed,0.00,0.00
4048,LA JOYA 0,South,1,1,Closed,13.10,3.71,13.62,13.10,3.71,Closed,0.00,0.00
2010,VERNON 2 0,North,1,2,Closed,12.94,2.72,13.23,12.94,2.72,Closed,0.00,0.00
3049,ANSON 0,West,1,1,Closed,12.94,3.00,13.28,12.94,3.00,Closed,0.00,0.00
5029,TROY 0,North Central,1,1,Closed,12.77,6.79,14.47,12.77,6.79,Closed,0.00,0.00
4148,THREE RIVERS 0,South,1,3,Closed,12.74,3.61,13.25,12.74,3.61,Closed,0.00,0.00
1054,STANTON 0,Far West,1,3,Closed,12.69,3.60,13.19,12.69,3.60,Closed,0.00,0.00
8143,IOLA 0,East,1,1,Closed,12.67,10.01,16.15,12.67,10.01,Closed,0.00,0.00
8039,VAN 0,East,1,1,Closed,12.61,3.57,13.11,12.61,3.57,Closed,0.00,0.00
8101,ALTO 0,East,1,1,Closed,12.54,3.55,13.03,12.54,3.55,Closed,0.00,0.00
4150,CORPUS CHRISTI 15 0,South,1,1,Closed,12.53,3.55,13.02,12.53,3.55,Closed,0.00,0.00
5135,EASTLAND 0,North Central,1,1,Closed,12.48,6.71,14.17,12.48,6.71,Closed,0.00,0.00
6135,FAYETTEVILLE 0,South Central,1,2,Closed,12.45,2.00,12.61,12.45,2.00,Closed,0.00,0.00
2008,MEMPHIS 0,North,1,1,Closed,12.43,2.28,12.64,12.43,2.28,Closed,0.00,0.00
5434,NEWARK 0,North Central,1,1,Closed,12.39,2.82,12.71,12.39,2.82,Closed,0.00,0.00
5008,ALBANY 2 0,North Central,1,1,Closed,12.28,8.73,15.07,12.28,8.73,Closed,0.00,0.00
3075,MASON 0,West,1,1,Closed,12.18,3.45,12.66,12.18,3.45,Closed,0.00,0.00
7116,WALLIS 0,Coast,1,1,Closed,12.16,8.24,14.69,12.16,8.24,Closed,0.00,0.00
5133,TOLAR 0,North Central,1,1,Closed,12.16,-1.57,12.26,12.16,-1.57,Closed,0.00,0.00
3138,MENARD 0,West,1,1,Closed,12.10,1.74,12.22,12.10,1.74,Closed,0.00,0.00
8003,CENTERVILLE 0,East,1,1,Closed,11.99,3.40,12.46,11.99,3.40,Closed,0.00,0.00
6264,KENEDY 1,South Central,1,2,Closed,11.93,3.38,12.40,11.93,3.38,Closed,0.00,0.00
5274,WILMER 0,North Central,1,1,Closed,11.87,3.36,12.34,11.87,3.36,Closed,0.00,0.00
6179,SAN ANTONIO 41 0,South Central,1,1,Closed,11.85,3.36,12.32,11.85,3.36,Closed,0.00,0.00
5073,BANGS 0,North Central,1,1,Closed,11.83,2.50,12.09,11.83,2.50,Closed,0.00,0.00
8002,ARP 0,East,1,1,Closed,11.81,3.35,12.28,11.81,3.35,Closed,0.00,0.00
2026,WHEELER 0,North,1,4,Closed,11.65,2.25,11.87,11.65,2.25,Closed,0.00,0.00
5267,MC GREGOR 0,North Central,1,3,Closed,11.65,2.41,11.89,11.65,2.41,Closed,0.00,0.00
2047,BELLS 0,North,1,1,Closed,11.62,2.67,11.92,11.62,2.67,Closed,0.00,0.00
8124,CUMBY 0,East,1,1,Closed,11.55,3.27,12.00,11.55,3.27,Closed,0.00,0.00
3006,HAMLIN 0,West,1,1,Closed,11.49,3.19,11.93,11.49,3.19,Closed,0.00,0.00
4173,REFUGIO 0,South,1,2,Closed,11.46,7.48,13.69,11.46,7.48,Closed,0.00,0.00
2122,TELEPHONE 0,North,1,1,Closed,11.41,1.90,11.57,11.41,1.90,Closed,0.00,0.00
7306,WHARTON 1 2,Coast,1,2,Closed,11.39,-1.11,11.44,11.39,-1.11,Closed,0.00,0.00
6252,JOHNSON CITY 0,South Central,1,2,Closed,11.29,3.19,11.73,11.29,3.19,Closed,0.00,0.00
8037,MIDWAY 0,East,1,1,Closed,11.29,3.20,11.73,11.29,3.20,Closed,0.00,0.00
6200,SAN ANTONIO 18 0,South Central,1,1,Closed,11.21,3.18,11.65,11.21,3.18,Closed,0.00,0.00
8096,EDGEWOOD 0,East,1,1,Closed,11.17,5.59,12.49,11.17,5.59,Closed,0.00,0.00
5456,GORMAN 0,North Central,1,2,Closed,11.11,1.95,11.28,11.11,1.95,Closed,0.00,0.00
1046,OZONA 0,Far West,1,2,Closed,11.08,2.03,11.26,11.08,2.03,Closed,0.00,0.00
1058,IRAAN 3 0,Far West,1,2,Closed,10.99,-0.94,11.04,10.99,-0.94,Closed,0.00,0.00
5437,ELM MOTT 0,North Central,1,1,Closed,10.89,2.55,11.19,10.89,2.55,Closed,0.00,0.00
3143,SANTA ANNA 0,West,1,1,Closed,10.88,7.62,13.28,10.88,7.62,Closed,0.00,0.00
8001,NORMANGEE 0,East,1,1,Closed,10.82,3.07,11.24,10.82,3.07,Closed,0.00,0.00
3076,BRACKETTVILLE 3 0,West,1,1,Closed,10.79,3.06,11.22,10.79,3.06,Closed,0.00,0.00
4180,PORT ARANSAS 0,South,1,1,Closed,10.76,3.05,11.18,10.76,3.05,Closed,0.00,0.00
8021,GARRISON 0,East,1,1,Closed,10.73,3.04,11.16,10.73,3.04,Closed,0.00,0.00
5159,ROSEBUD 0,North Central,1,2,Closed,10.68,1.93,10.86,10.68,1.93,Closed,0.00,0.00
2111,ARCHER CITY 0,North,1,1,Closed,10.68,3.49,11.24,10.68,3.49,Closed,0.00,0.00
5129,GOLDTHWAITE 2 0,North Central,1,2,Closed,10.65,1.98,10.83,10.65,1.98,Closed,0.00,0.00
6129,MEDINA 0,South Central,1,3,Closed,10.62,1.51,10.73,10.62,1.51,Closed,0.00,0.00
4139,SANDIA 0,South,1,1,Closed,10.62,8.36,13.51,10.62,8.36,Closed,0.00,0.00
8056,WINONA 0,East,1,1,Closed,10.55,6.67,12.49,10.55,6.67,Closed,0.00,0.00
5276,MART 0,North Central,1,1,Closed,10.54,2.99,10.96,10.54,2.99,Closed,0.00,0.00
5272,DALLAS 16 0,North Central,1,2,Closed,10.52,2.98,10.93,10.52,2.98,Closed,0.00,0.00
1007,VAN HORN 0,Far West,1,1,Closed,10.48,7.93,13.14,10.48,7.93,Closed,0.00,0.00
5285,CHICO 0,North Central,1,1,Closed,10.47,2.88,10.86,10.47,2.88,Closed,0.00,0.00
3023,STAMFORD 0,West,1,1,Closed,10.41,0.56,10.42,10.41,0.56,Closed,0.00,0.00
6322,FLORESVILLE 1,South Central,1,1,Closed,10.30,2.72,10.65,10.30,2.72,Closed,0.00,0.00
8143,IOLA 0,East,1,2,Closed,10.28,2.91,10.68,10.28,2.91,Closed,0.00,0.00
6204,SAN ANTONIO 23 0,South Central,1,1,Closed,10.23,-1.14,10.30,10.23,-1.14,Closed,0.00,0.00
2026,WHEELER 0,North,1,3,Closed,10.21,2.03,10.41,10.21,2.03,Closed,0.00,0.00
3024,ELDORADO 0,West,1,1,Closed,10.13,2.87,10.53,10.13,2.87,Closed,0.00,0.00
5272,DALLAS 16 0,North Central,1,1,Closed,10.09,2.35,10.36,10.09,2.35,Closed,0.00,0.00
4129,PREMONT 0,South,1,4,Closed,10.06,2.85,10.45,10.06,2.85,Closed,0.00,0.00
8136,YANTIS 0,East,1,1,Closed,10.05,7.87,12.77,10.05,7.87,Closed,0.00,0.00
6311,NEW ULM 0,South Central,1,3,Closed,10.00,1.73,10.14,10.00,1.73,Closed,0.00,0.00
5004,KERENS 0,North Central,1,2,Closed,9.91,5.11,11.15,9.91,5.11,Closed,0.00,0.00
6158,WASHINGTON 0,South Central,1,1,Closed,9.86,1.60,9.99,9.86,1.60,Closed,0.00,0.00
8009,PLANTERSVILLE 0,East,1,1,Closed,9.81,2.78,10.19,9.81,2.78,Closed,0.00,0.00
3132,EDEN 0,West,1,1,Closed,9.56,2.71,9.94,9.56,2.71,Closed,0.00,0.00
4130,FREER 0,South,1,1,Closed,9.48,7.11,11.85,9.48,7.11,Closed,0.00,0.00
2048,CROSBYTON 0,North,1,1,Closed,9.44,1.82,9.61,9.44,1.82,Closed,0.00,0.00
7001,INEZ 0,Coast,1,1,Closed,9.36,4.56,10.42,9.36,4.56,Closed,0.00,0.00
5028,FORT WORTH 1 0,North Central,1,1,Closed,9.35,2.65,9.71,9.35,2.65,Closed,0.00,0.00
4036,CRYSTAL CITY 0,South,1,1,Closed,9.34,6.77,11.53,9.34,6.77,Closed,0.00,0.00
1031,FORT DAVIS 0,Far West,1,1,Closed,9.25,4.22,10.16,9.25,4.22,Closed,0.00,0.00
1091,RALLS 2 0,Far West,1,1,Closed,9.23,1.34,9.32,9.23,1.34,Closed,0.00,0.00
3101,BUCHANAN DAM 2 0,West,1,3,Closed,9.21,1.85,9.40,9.21,1.85,Closed,0.00,0.00
5259,LAVON 0,North Central,1,1,Closed,9.21,7.27,11.73,9.21,7.27,Closed,0.00,0.00
1091,RALLS 2 0,Far West,1,2,Closed,9.21,1.96,9.41,9.21,1.96,Closed,0.00,0.00
6221,FALLS CITY 0,South Central,1,1,Closed,9.14,2.07,9.37,9.14,2.07,Closed,0.00,0.00
6109,ROCKDALE 1 2,South Central,1,1,Closed,9.14,5.20,10.52,9.14,5.20,Closed,0.00,0.00
2111,ARCHER CITY 0,North,1,2,Closed,9.13,5.34,10.58,9.13,5.34,Closed,0.00,0.00
5005,LIPAN 0,North Central,1,1,Closed,8.95,2.53,9.30,8.95,2.53,Closed,0.00,0.00
4168,CORPUS CHRISTI 14 0,South,1,1,Closed,8.87,2.87,9.32,8.87,2.87,Closed,0.00,0.00
2015,FORESTBURG 0,North,1,1,Closed,8.75,1.33,8.85,8.75,1.33,Closed,0.00,0.00
5328,RIESEL 2 0,North Central,1,3,Closed,8.73,2.26,9.02,8.73,2.26,Closed,0.00,0.00
2087,SPUR 0,North,1,1,Closed,8.72,2.24,9.01,8.72,2.24,Closed,0.00,0.00
5456,GORMAN 0,North Central,1,1,Closed,8.70,6.33,10.77,8.70,6.33,Closed,0.00,0.00
5275,DAWSON 0,North Central,1,1,Closed,8.70,1.35,8.81,8.70,1.35,Closed,0.00,0.00
8124,CUMBY 0,East,1,2,Closed,8.65,2.45,8.99,8.65,2.45,Closed,0.00,0.00
5140,GATESVILLE 1 0,North Central,1,1,Closed,8.65,-0.89,8.69,8.65,-0.89,Closed,0.00,0.00
5184,FORT WORTH 26 0,North Central,1,1,Closed,8.64,1.94,8.86,8.64,1.94,Closed,0.00,0.00
5202,RICE 0,North Central,1,1,Closed,8.64,2.45,8.98,8.64,2.45,Closed,0.00,0.00
4089,SANTA ROSA 1 0,South,1,1,Closed,8.60,-0.98,8.66,8.60,-0.98,Closed,0.00,0.00
5391,ROGERS 1,North Central,1,1,Closed,8.59,5.53,10.21,8.59,5.53,Closed,0.00,0.00
2010,VERNON 2 0,North,1,1,Closed,8.55,1.45,8.67,8.55,1.45,Closed,0.00,0.00
2047,BELLS 0,North,1,2,Closed,8.54,1.57,8.68,8.54,1.57,Closed,0.00,0.00
8150,ZAVALLA 0,East,1,1,Closed,8.51,2.41,8.84,8.51,2.41,Closed,0.00,0.00
5432,WEATHERFORD 3 0,North Central,1,2,Closed,8.51,2.13,8.77,8.51,2.13,Closed,0.00,0.00
5469,FORT WORTH 19 0,North Central,1,1,Closed,8.50,2.41,8.83,8.50,2.41,Closed,0.00,0.00
7294,PORT BOLIVAR 0,Coast,1,2,Closed,8.41,1.61,8.56,8.41,1.61,Closed,0.00,0.00
5126,DALLAS 8 0,North Central,1,2,Closed,8.40,0.41,8.41,8.40,0.41,Closed,0.00,0.00
5211,HUBBARD 0,North Central,1,1,Closed,8.38,1.96,8.60,8.38,1.96,Closed,0.00,0.00
5484,CROSS PLAINS 0,North Central,1,2,Closed,8.34,1.61,8.50,8.34,1.61,Closed,0.00,0.00
2133,SAINT JO 0,North,1,1,Closed,8.33,1.61,8.49,8.33,1.61,Closed,0.00,0.00
5191,MERIDIAN 0,North Central,1,1,Closed,8.33,2.15,8.60,8.33,2.15,Closed,0.00,0.00
8040,MURCHISON 0,East,1,1,Closed,8.33,2.36,8.66,8.33,2.36,Closed,0.00,0.00
2064,SUMNER 0,North,1,1,Closed,8.32,1.99,8.55,8.32,1.99,Closed,0.00,0.00
2039,SUNSET 0,North,1,1,Closed,8.26,1.58,8.40,8.26,1.58,Closed,0.00,0.00
6055,BERGHEIM 0,South Central,1,1,Closed,8.22,2.07,8.48,8.22,2.07,Closed,0.00,0.00
3011,LLANO 0,West,1,2,Closed,8.16,5.92,10.08,8.16,5.92,Closed,0.00,0.00
7247,DAMON 0,Coast,1,1,Closed,8.12,1.94,8.35,8.12,1.94,Closed,0.00,0.00
3052,HUNT 0,West,1,1,Closed,8.08,6.06,10.10,8.08,6.06,Closed,0.00,0.00
8062,CUSHING 2 0,East,1,1,Closed,8.03,4.21,9.07,8.03,4.21,Closed,0.00,0.00
5159,ROSEBUD 0,North Central,1,1,Closed,7.98,0.34,7.99,7.98,0.34,Closed,0.00,0.00
6029,RUNGE 0,South Central,1,2,Closed,7.95,1.14,8.03,7.95,1.14,Closed,0.00,0.00
3139,WINTERS 0,West,1,2,Closed,7.88,1.22,7.97,7.88,1.22,Closed,0.00,0.00
7149,BLOOMINGTON 0,Coast,1,2,Closed,7.85,2.22,8.16,7.85,2.22,Closed,0.00,0.00
2043,SADLER 0,North,1,1,Closed,7.85,-0.63,7.87,7.85,-0.63,Closed,0.00,0.00
2068,WINDTHORST 0,North,1,1,Closed,7.81,1.63,7.98,7.81,1.63,Closed,0.00,0.00
3115,ROTAN 0,West,1,1,Closed,7.70,1.71,7.89,7.70,1.71,Closed,0.00,0.00
5129,GOLDTHWAITE 2 0,North Central,1,1,Closed,7.68,1.20,7.78,7.68,1.20,Closed,0.00,0.00
5011,THORNTON 0,North Central,1,1,Closed,7.64,2.17,7.94,7.64,2.17,Closed,0.00,0.00
6134,GRANGER 0,South Central,1,1,Closed,7.62,2.16,7.92,7.62,2.16,Closed,0.00,0.00
8012,ANDERSON 0,East,1,1,Closed,7.60,2.15,7.90,7.60,2.15,Closed,0.00,0.00
8091,WORTHAM 0,East,1,1,Closed,7.57,2.15,7.87,7.57,2.15,Closed,0.00,0.00
1015,MARFA 0,Far West,1,1,Closed,7.51,2.13,7.80,7.51,2.13,Closed,0.00,0.00
5466,GATESVILLE 3 0,North Central,1,1,Closed,7.44,2.11,7.73,7.44,2.11,Closed,0.00,0.00
2035,KNOX CITY 0,North,1,1,Closed,7.43,1.18,7.52,7.43,1.18,Closed,0.00,0.00
2034,GORDONVILLE 0,North,1,1,Closed,7.41,1.15,7.50,7.41,1.15,Closed,0.00,0.00
7230,BEASLEY 0,Coast,1,1,Closed,7.37,2.09,7.66,7.37,2.09,Closed,0.00,0.00
8106,MOUNT PLEASANT 2 1,East,1,2,Closed,7.37,2.09,7.66,7.37,2.09,Closed,0.00,0.00
6011,MARION 2 0,South Central,1,1,Closed,7.19,2.04,7.47,7.19,2.04,Closed,0.00,0.00
8103,JEWETT 2 0,East,1,1,Closed,7.13,2.31,7.50,7.13,2.31,Closed,0.00,0.00
8092,OAKWOOD 0,East,1,1,Closed,7.11,1.66,7.30,7.11,1.66,Closed,0.00,0.00
1058,IRAAN 3 0,Far West,1,1,Closed,7.08,1.16,7.17,7.08,1.16,Closed,0.00,0.00
7393,VAN VLECK 0,Coast,1,2,Closed,6.92,1.96,7.19,6.92,1.96,Closed,0.00,0.00
8022,ETOILE 0,East,1,1,Closed,6.89,1.95,7.16,6.89,1.95,Closed,0.00,0.00
6283,SAINT HEDWIG 0,South Central,1,1,Closed,6.88,1.95,7.15,6.88,1.95,Closed,0.00,0.00
8065,TRINIDAD 2 0,East,1,1,Closed,6.85,4.37,8.13,6.85,4.37,Closed,0.00,0.00
6278,KYLE 1,South Central,1,1,Closed,6.81,1.93,7.08,6.81,1.93,Closed,0.00,0.00
6139,RED ROCK 0,South Central,1,2,Closed,6.80,1.93,7.07,6.80,1.93,Closed,0.00,0.00
5162,AXTELL 0,North Central,1,1,Closed,6.69,1.90,6.96,6.69,1.90,Closed,0.00,0.00
2129,TRENTON 0,North,1,1,Closed,6.63,1.88,6.89,6.63,1.88,Closed,0.00,0.00
7123,SEADRIFT 0,Coast,1,1,Closed,6.63,3.20,7.36,6.63,3.20,Closed,0.00,0.00
1064,ODESSA 3 0,Far West,1,1,Closed,6.59,1.87,6.85,6.59,1.87,Closed,0.00,0.00
8138,TYLER 1 0,East,1,1,Closed,6.50,1.84,6.76,6.50,1.84,Closed,0.00,0.00
7303,BLESSING 0,Coast,1,1,Closed,6.49,-0.70,6.53,6.49,-0.70,Closed,0.00,0.00
2066,ASPERMONT 0,North,1,1,Closed,6.48,1.59,6.67,6.48,1.59,Closed,0.00,0.00
2031,MATADOR 0,North,1,3,Closed,6.47,1.05,6.56,6.47,1.05,Closed,0.00,0.00
2014,CHILDRESS 0,North,1,1,Closed,6.44,-0.32,6.45,6.44,-0.32,Closed,0.00,0.00
2027,DEPORT 0,North,1,1,Closed,6.35,1.01,6.42,6.35,1.01,Closed,0.00,0.00
1044,BIG LAKE 0,Far West,1,1,Closed,6.34,-0.23,6.34,6.34,-0.23,Closed,0.00,0.00
5327,MOUNT CALM 0,North Central,1,1,Closed,6.32,1.14,6.42,6.32,1.14,Closed,0.00,0.00
6341,CHAPPELL HILL 0,South Central,1,1,Closed,6.30,1.79,6.55,6.30,1.79,Closed,0.00,0.00
4016,CHARLOTTE 0,South,1,1,Closed,6.25,1.77,6.49,6.25,1.77,Closed,0.00,0.00
3130,SAN ANGELO 3 0,West,1,3,Closed,6.23,0.93,6.30,6.23,0.93,Closed,0.00,0.00
2079,PADUCAH 0,North,1,1,Closed,6.22,1.27,6.35,6.22,1.27,Closed,0.00,0.00
5156,May-00,North Central,1,1,Closed,6.22,1.76,6.46,6.22,1.76,Closed,0.00,0.00
3035,CHEROKEE 0,West,1,1,Closed,6.17,0.98,6.24,6.17,0.98,Closed,0.00,0.00
8145,COMO 0,East,1,1,Closed,6.16,1.74,6.40,6.16,1.74,Closed,0.00,0.00
5180,CORSICANA 2 1,North Central,1,1,Closed,6.04,1.12,6.15,6.04,1.12,Closed,0.00,0.00
3142,GOODFELLOW AFB 0,West,1,2,Closed,6.03,1.71,6.27,6.03,1.71,Closed,0.00,0.00
6202,MARTINDALE 0,South Central,1,1,Closed,6.02,1.70,6.25,6.02,1.70,Closed,0.00,0.00
3072,MILES 0,West,1,1,Closed,5.98,1.70,6.22,5.98,1.70,Closed,0.00,0.00
8118,CROCKETT 0,East,1,2,Closed,5.87,4.02,7.11,5.87,4.02,Closed,0.00,0.00
6338,ROCKDALE 2 0,South Central,1,1,Closed,5.84,1.24,5.97,5.84,1.24,Closed,0.00,0.00
6209,MICO 0,South Central,1,2,Closed,5.75,2.23,6.17,5.75,2.23,Closed,0.00,0.00
3005,LEAKEY 0,West,1,3,Closed,5.72,2.45,6.23,5.72,2.45,Closed,0.00,0.00
7071,PORT O CONNOR 0,Coast,1,1,Closed,5.72,1.07,5.82,5.72,1.07,Closed,0.00,0.00
8137,POLLOK 0,East,1,1,Closed,5.71,1.74,5.96,5.71,1.74,Closed,0.00,0.00
2112,PETROLIA 0,North,1,1,Closed,5.70,1.29,5.84,5.70,1.29,Closed,0.00,0.00
2010,VERNON 2 0,North,1,3,Closed,5.69,0.83,5.75,5.69,0.83,Closed,0.00,0.00
2032,ARTHUR CITY 0,North,1,1,Closed,5.65,0.95,5.73,5.65,0.95,Closed,0.00,0.00
5355,MAYPEARL 0,North Central,1,1,Closed,5.65,1.60,5.87,5.65,1.60,Closed,0.00,0.00
4054,SKIDMORE 0,South,1,1,Closed,5.60,-0.01,5.60,5.60,-0.01,Closed,0.00,0.00
4112,RIVIERA 0,South,1,1,Closed,5.59,2.08,5.96,5.59,2.08,Closed,0.00,0.00
4022,ENCINAL 0,South,1,1,Closed,5.56,1.58,5.78,5.56,1.58,Closed,0.00,0.00
5201,COOLIDGE 0,North Central,1,1,Closed,5.56,1.36,5.73,5.56,1.36,Closed,0.00,0.00
2060,ROXTON 0,North,1,1,Closed,5.52,0.88,5.59,5.52,0.88,Closed,0.00,0.00
5080,LORENA 0,North Central,1,2,Closed,5.52,1.56,5.74,5.52,1.56,Closed,0.00,0.00
6014,WAELDER 0,South Central,1,1,Closed,5.51,-0.40,5.53,5.51,-0.40,Closed,0.00,0.00
5226,ZEPHYR 0,North Central,1,1,Closed,5.49,1.04,5.59,5.49,1.04,Closed,0.00,0.00
8144,STREETMAN 0,East,1,2,Closed,5.42,1.63,5.66,5.42,1.63,Closed,0.00,0.00
8010,MARQUEZ 0,East,1,1,Closed,5.39,3.86,6.63,5.39,3.86,Closed,0.00,0.00
5151,MORGAN 0,North Central,1,1,Closed,5.39,2.55,5.96,5.39,2.55,Closed,0.00,0.00
3015,ROSCOE 6 0,West,1,1,Closed,5.36,1.52,5.58,5.36,1.52,Closed,0.00,0.00
3138,MENARD 0,West,1,2,Closed,5.36,1.37,5.53,5.36,1.37,Closed,0.00,0.00
5091,FROST 0,North Central,1,1,Closed,5.33,3.63,6.45,5.33,3.63,Closed,0.00,0.00
5328,RIESEL 2 0,North Central,1,2,Closed,5.33,1.51,5.54,5.33,1.51,Closed,0.00,0.00
6109,ROCKDALE 1 2,South Central,1,2,Closed,5.30,-0.07,5.30,5.30,-0.07,Closed,0.00,0.00
6189,COLUMBUS 1,South Central,1,2,Closed,5.30,1.22,5.43,5.30,1.22,Closed,0.00,0.00
6330,AUSTIN 9 0,South Central,1,1,Closed,5.29,1.50,5.50,5.29,1.50,Closed,0.00,0.00
4129,PREMONT 0,South,1,1,Closed,5.28,1.50,5.49,5.28,1.50,Closed,0.00,0.00
4186,SANTA ROSA 2 0,South,1,1,Closed,5.28,5.12,7.36,5.28,5.12,Closed,0.00,0.00
5174,MALONE 0,North Central,1,1,Closed,5.27,0.78,5.32,5.27,0.78,Closed,0.00,0.00
4023,MOORE 0,South,1,1,Closed,5.06,-0.94,5.15,5.06,-0.94,Closed,0.00,0.00
3093,ROCKSPRINGS 0,West,1,1,Closed,5.05,-0.09,5.05,5.05,-0.09,Closed,0.00,0.00
3042,SILVER 1,West,1,1,Closed,5.02,1.42,5.21,5.02,1.42,Closed,0.00,0.00
5340,DALLAS 29 0,North Central,1,3,Closed,5.00,-0.29,5.01,5.00,-0.29,Closed,0.00,0.00
8107,SCROGGINS 0,East,1,1,Closed,4.94,3.65,6.14,4.94,3.65,Closed,0.00,0.00
1028,COAHOMA 0,Far West,1,3,Closed,4.90,2.55,5.52,4.90,2.55,Closed,0.00,0.00
5087,MILFORD 0,North Central,1,1,Closed,4.89,1.17,5.03,4.89,1.17,Closed,0.00,0.00
3029,LOMETA 0,West,1,1,Closed,4.87,3.73,6.13,4.87,3.73,Closed,0.00,0.00
5154,RIO VISTA 0,North Central,1,1,Closed,4.80,2.37,5.36,4.80,2.37,Closed,0.00,0.00
8029,GRAND SALINE 0,East,1,2,Closed,4.78,1.35,4.97,4.78,1.35,Closed,0.00,0.00
8102,CALVERT 0,East,1,1,Closed,4.76,1.35,4.95,4.76,1.35,Closed,0.00,0.00
6325,BUCKHOLTS 0,South Central,1,1,Closed,4.74,1.34,4.93,4.74,1.34,Closed,0.00,0.00
5485,BLOOMING GROVE 0,North Central,1,1,Closed,4.69,1.33,4.87,4.69,1.33,Closed,0.00,0.00
3010,CAMP WOOD 0,West,1,1,Closed,4.67,0.35,4.68,4.67,0.35,Closed,0.00,0.00
8106,MOUNT PLEASANT 2 1,East,1,1,Closed,4.62,1.31,4.80,4.62,1.31,Closed,0.00,0.00
5472,THROCKMORTON 0,North Central,1,1,Closed,4.62,1.06,4.74,4.62,1.06,Closed,0.00,0.00
6206,LEXINGTON 0,South Central,1,1,Closed,4.60,0.50,4.63,4.60,0.50,Closed,0.00,0.00
7247,DAMON 0,Coast,1,2,Closed,4.59,0.67,4.64,4.59,0.67,Closed,0.00,0.00
2081,DODD CITY 0,North,1,1,Closed,4.54,1.26,4.71,4.54,1.26,Closed,0.00,0.00
3036,RICHLAND SPRINGS 0,West,1,2,Closed,4.50,1.28,4.68,4.50,1.28,Closed,0.00,0.00
4125,PETTUS 0,South,1,1,Closed,4.50,1.28,4.68,4.50,1.28,Closed,0.00,0.00
5435,SANTO 0,North Central,1,1,Closed,4.50,1.27,4.67,4.50,1.27,Closed,0.00,0.00
5474,ABBOTT 0,North Central,1,1,Closed,4.49,0.88,4.58,4.49,0.88,Closed,0.00,0.00
6139,RED ROCK 0,South Central,1,1,Closed,4.41,0.79,4.48,4.41,0.79,Closed,0.00,0.00
1085,KERMIT 0,Far West,1,1,Closed,4.41,0.83,4.48,4.41,0.83,Closed,0.00,0.00
5119,PERRIN 0,North Central,1,1,Closed,4.40,1.25,4.57,4.40,1.25,Closed,0.00,0.00
2125,TIOGA 0,North,1,1,Closed,4.36,1.15,4.51,4.36,1.15,Closed,0.00,0.00
6018,AUSTIN 6 0,South Central,1,1,Closed,4.35,3.05,5.31,4.35,3.05,Closed,0.00,0.00
6251,CANYON LAKE 0,South Central,1,1,Closed,4.32,0.69,4.38,4.32,0.69,Closed,0.00,0.00
8091,WORTHAM 0,East,1,2,Closed,4.30,-0.20,4.30,4.30,-0.20,Closed,0.00,0.00
8107,SCROGGINS 0,East,1,2,Closed,4.27,1.21,4.44,4.27,1.21,Closed,0.00,0.00
6129,MEDINA 0,South Central,1,2,Closed,4.26,0.98,4.37,4.26,0.98,Closed,0.00,0.00
4069,CORPUS CHRISTI 17 0,South,1,1,Closed,4.24,1.20,4.41,4.24,1.20,Closed,0.00,0.00
2038,ECTOR 0,North,1,1,Closed,4.19,3.26,5.31,4.19,3.26,Closed,0.00,0.00
4121,SANTA MARIA 0,South,1,1,Closed,4.11,1.16,4.27,4.11,1.16,Closed,0.00,0.00
7085,LIVERPOOL 0,Coast,1,1,Closed,4.10,1.16,4.27,4.10,1.16,Closed,0.00,0.00
